Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5597253,2018-01-23 15:13:47,2017-05-24 15:49:16,22473796,2269853396,0,101,1425,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597253.sralite.1,SRX2851576,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223531,SAMN07163560,simple,32049,Synechococcus sp. PCC 7002,GSM2640310,,,,,,,no,,,,,GEO,SRA565645,,public,CD9217B09219CA665D4B0A6C2E647FBB,9C8C1AE7F1F78838510A869E823B4564
SRR5597254,2018-01-23 15:13:47,2017-05-24 15:46:14,7328162,740144362,0,101,465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597254.sralite.1,SRX2851577,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223532,SAMN07163539,simple,32049,Synechococcus sp. PCC 7002,GSM2640311,,,,,,,no,,,,,GEO,SRA565645,,public,AEA95891332CAB3374CE1AEA40E3B1EF,589D62BE0E8628A171DE22C9C7858C2A
SRR5597255,2018-01-23 15:13:47,2017-05-24 15:46:28,8799748,888774548,0,101,543,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597255.sralite.1,SRX2851578,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223533,SAMN07163538,simple,32049,Synechococcus sp. PCC 7002,GSM2640312,,,,,,,no,,,,,GEO,SRA565645,,public,2623CE8530052FD8ABBCC661CDDD380B,EC6180E8612B33112A224B4F03B84822
SRR5597256,2018-01-23 15:13:47,2017-05-24 15:45:58,6015103,607525403,0,101,354,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597256.sralite.1,SRX2851579,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223534,SAMN07163537,simple,32049,Synechococcus sp. PCC 7002,GSM2640313,,,,,,,no,,,,,GEO,SRA565645,,public,E19232B938D6E5F7A979627CFE22B7CF,AFD11066822BF3C0F23DF7F40AB4E11B
SRR5597257,2018-01-23 15:13:47,2017-05-24 15:46:24,7856585,793515085,0,101,483,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597257.sralite.1,SRX2851580,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223535,SAMN07163536,simple,32049,Synechococcus sp. PCC 7002,GSM2640314,,,,,,,no,,,,,GEO,SRA565645,,public,7BBB4A43E893D3821C7275141A8F45CA,617437BD476D2729DC27044479F9E7DC
SRR5597258,2018-01-23 15:13:47,2017-05-24 15:46:11,7500506,757551106,0,101,463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597258.sralite.1,SRX2851581,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223536,SAMN07163535,simple,32049,Synechococcus sp. PCC 7002,GSM2640315,,,,,,,no,,,,,GEO,SRA565645,,public,1673AC5018C1FF2EC07C033158EBFCF5,323DF153400C74CE7B283AE5CC75EDBC
SRR5597259,2018-01-23 15:13:47,2017-05-24 15:50:10,16110063,1627116363,0,101,1018,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597259.sralite.1,SRX2851582,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223537,SAMN07163534,simple,32049,Synechococcus sp. PCC 7002,GSM2640316,,,,,,,no,,,,,GEO,SRA565645,,public,BAA1DECA11AFEC7AEDCE81EAE72197CC,97EF8D12EE05BB0F943990729AF15456
SRR5597260,2018-01-23 15:13:47,2017-05-24 15:46:04,7468960,754364960,0,101,461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597260.sralite.1,SRX2851583,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223538,SAMN07163533,simple,32049,Synechococcus sp. PCC 7002,GSM2640317,,,,,,,no,,,,,GEO,SRA565645,,public,4A40FE29448EAD652E9AD48BEF64EFC3,E177E53A3AE81E62A9DB0D67775673F1
SRR5597261,2018-01-23 15:13:47,2017-05-24 15:45:59,6369510,643320510,0,101,374,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597261.sralite.1,SRX2851584,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223540,SAMN07163532,simple,32049,Synechococcus sp. PCC 7002,GSM2640318,,,,,,,no,,,,,GEO,SRA565645,,public,3A0CFA47CD5BC4DC5DCA10DD4AAFDFDA,2D5B6CC0A70D221030AA13FA29AC79B0
SRR5597262,2018-01-23 15:13:47,2017-05-24 15:45:54,5810579,586868479,0,101,340,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597262.sralite.1,SRX2851585,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223539,SAMN07163531,simple,32049,Synechococcus sp. PCC 7002,GSM2640319,,,,,,,no,,,,,GEO,SRA565645,,public,A99CDD17F40D0DCCB1BA966D014B36A8,3A09179E5D4F30961A00F9C641EF4014
SRR5597263,2018-01-23 15:13:47,2017-05-24 15:46:32,8769668,885736468,0,101,541,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597263.sralite.1,SRX2851586,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223541,SAMN07163530,simple,32049,Synechococcus sp. PCC 7002,GSM2640320,,,,,,,no,,,,,GEO,SRA565645,,public,51A6FF7024ED5D24076317C89BA70230,8BD3CAA119A005286BB6E8C72AF27C68
SRR5597264,2018-01-23 15:13:47,2017-05-24 15:47:36,12185890,1230774890,0,101,715,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597264.sralite.1,SRX2851587,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223542,SAMN07163529,simple,32049,Synechococcus sp. PCC 7002,GSM2640321,,,,,,,no,,,,,GEO,SRA565645,,public,F4DABDAF08B2467F3392574EFE19C338,3233E1EE83CAD4039AA6E3D2EA618710
SRR5597265,2018-01-23 15:13:47,2017-05-24 15:46:56,7161023,723263323,0,101,425,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597265.sralite.1,SRX2851588,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223544,SAMN07163528,simple,32049,Synechococcus sp. PCC 7002,GSM2640322,,,,,,,no,,,,,GEO,SRA565645,,public,621C291668765DC37563410B48A04BAA,C8709A840471D234629A976B6BA94E58
SRR5597266,2018-01-23 15:13:47,2017-05-24 15:47:27,11512012,1162713212,0,101,726,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597266.sralite.1,SRX2851589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223543,SAMN07163527,simple,32049,Synechococcus sp. PCC 7002,GSM2640323,,,,,,,no,,,,,GEO,SRA565645,,public,7C967E4F5F02C2220787BF467193C55E,F83CBA15150A33CEB12BDF9A6301B836
SRR5597267,2018-01-23 15:13:47,2017-05-24 15:46:36,5005392,505544592,0,101,309,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597267.sralite.1,SRX2851590,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223545,SAMN07163526,simple,32049,Synechococcus sp. PCC 7002,GSM2640324,,,,,,,no,,,,,GEO,SRA565645,,public,FDF529BA8FF86AB735D1F20A97ACAAED,C33BCD362E89D5FCE7310C89C82160AD
SRR5597268,2018-01-23 15:13:47,2017-05-24 15:46:42,5674777,573152477,0,101,353,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597268.sralite.1,SRX2851591,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223546,SAMN07163525,simple,32049,Synechococcus sp. PCC 7002,GSM2640325,,,,,,,no,,,,,GEO,SRA565645,,public,6DA72785681D31E9405775C80A2F4097,289AB51C8CF7E5EBBAABAAD1CDF738AA
SRR5597269,2018-01-23 15:13:47,2017-05-24 15:47:03,9013570,910370570,0,101,555,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/597/SRR5597269.sralite.1,SRX2851592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107964,PRJNA387916,2,387916,SRS2223547,SAMN07163524,simple,32049,Synechococcus sp. PCC 7002,GSM2640326,,,,,,,no,,,,,GEO,SRA565645,,public,F72F189670C7EF5188BB41F8078495E7,E8E948A3C0FD3979F2ACD4C9ADCE1A95
SRR6495286,2019-01-02 11:49:15,2018-01-23 16:49:52,6882594,695141994,0,101,404,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495286.sralite.1,SRX3584611,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853539,SAMN08362467,simple,32049,Synechococcus sp. PCC 7002,GSM2934742,,,,,,,no,,,,,GEO,SRA650136,,public,C61BEFD97C24F3A77E086B0A0261D542,82C2D6A52E8D5C76E71B58239A1F460D
SRR6495287,2019-01-02 11:49:15,2018-01-23 16:49:08,6434059,649839959,0,101,407,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495287.sralite.1,SRX3584612,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853540,SAMN08362466,simple,32049,Synechococcus sp. PCC 7002,GSM2934743,,,,,,,no,,,,,GEO,SRA650136,,public,927EDE20177C6C3631C82E7AEA1C6E6E,AFB7390F982222FC561DAF86B2CDE6E5
SRR6495288,2019-01-02 11:49:15,2018-01-23 16:50:59,13878296,1401707896,0,101,864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495288.sralite.1,SRX3584613,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2861408,SAMN08362465,simple,32049,Synechococcus sp. PCC 7002,GSM2934744,,,,,,,no,,,,,GEO,SRA650136,,public,895E532A4A23C16A8229137F211E3F60,77BD53D4CABA571595DB02CF24333347
SRR6495289,2019-01-02 11:49:16,2018-01-23 16:48:44,6427184,649145584,0,101,405,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495289.sralite.1,SRX3584614,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853541,SAMN08362464,simple,32049,Synechococcus sp. PCC 7002,GSM2934745,,,,,,,no,,,,,GEO,SRA650136,,public,B77D32AE58F88285C655B6E44B3872E5,74A09F5C4DEBF95E1FFEF1C3C36B4DA5
SRR6495290,2019-01-02 11:49:16,2018-01-23 16:48:44,6810826,687893426,0,101,398,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495290.sralite.1,SRX3584615,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853543,SAMN08362463,simple,32049,Synechococcus sp. PCC 7002,GSM2934746,,,,,,,no,,,,,GEO,SRA650136,,public,5A568C9935AD2E8BB11B3CFD690C6DFE,37B4F6C767BDF74558796464F7FD9F10
SRR6495291,2019-01-02 11:49:16,2018-01-23 16:48:35,5772381,583010481,0,101,352,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495291.sralite.1,SRX3584616,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853544,SAMN08362462,simple,32049,Synechococcus sp. PCC 7002,GSM2934747,,,,,,,no,,,,,GEO,SRA650136,,public,F13B3A17939A937A08F9184BEA7362C3,033C692AF053CFF93A4B70D65D38F7E7
SRR6495292,2019-01-02 11:49:16,2018-01-23 16:49:41,11444224,1155866624,0,101,664,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495292.sralite.1,SRX3584618,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853545,SAMN08362461,simple,32049,Synechococcus sp. PCC 7002,GSM2934748,,,,,,,no,,,,,GEO,SRA650136,,public,F493D509C1D129347DFC840DA891EA44,24752C3BAA328AA82BD3CE14E5A322AA
SRR6495293,2019-01-02 11:49:16,2018-01-23 16:52:05,17746714,1792418114,0,101,1128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/495/SRR6495293/SRR6495293.sralite.1,SRX3584619,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2857904,SAMN08362460,simple,32049,Synechococcus sp. PCC 7002,GSM2934749,,,,,,,no,,,,,GEO,SRA650136,,public,0A646CBE326EAA9FCBD3D618C22C5722,C0FAD9BC1827F41A8498DD1D6E696973
SRR6495294,2019-01-02 11:49:16,2018-01-23 16:53:36,25131339,2538265239,0,101,1587,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495294.sralite.1,SRX3584620,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853546,SAMN08362459,simple,32049,Synechococcus sp. PCC 7002,GSM2934750,,,,,,,no,,,,,GEO,SRA650136,,public,641A45240E541BC124B3C37D1D3307D2,D04EFDCF58B0AB10664875CC99F1E148
SRR6495295,2019-01-02 11:49:16,2018-01-23 16:51:32,10921103,1103031403,0,101,642,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/495/SRR6495295/SRR6495295.sralite.1,SRX3584621,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853548,SAMN08362458,simple,32049,Synechococcus sp. PCC 7002,GSM2934751,,,,,,,no,,,,,GEO,SRA650136,,public,701E35C99EAAF1598D0E12760C8CF337,9F9B751EEF5AE3E0B5A3AFC210D18542
SRR6495296,2019-01-02 11:49:16,2018-01-23 16:48:15,2711865,273898365,0,101,170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495296.sralite.1,SRX3584622,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853547,SAMN08362457,simple,32049,Synechococcus sp. PCC 7002,GSM2934752,,,,,,,no,,,,,GEO,SRA650136,,public,8A2DA8282CB8E21B6EAD1EC0A72E52E4,13D63BF388F46466FF13C74E1806D066
SRR6495297,2019-01-02 11:49:16,2018-01-23 16:48:59,6897980,696695980,0,101,402,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495297.sralite.1,SRX3584623,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853549,SAMN08362456,simple,32049,Synechococcus sp. PCC 7002,GSM2934753,,,,,,,no,,,,,GEO,SRA650136,,public,BF8C36128F751B2266BEC5024F2224EF,0E3F2B517F95F440A902C05487959D20
SRR6495298,2019-01-02 11:49:16,2018-01-23 16:54:36,38038001,3841838101,0,101,2325,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495298.sralite.1,SRX3584624,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853550,SAMN08362455,simple,32049,Synechococcus sp. PCC 7002,GSM2934754,,,,,,,no,,,,,GEO,SRA650136,,public,6CDE873C08B5C7FA6F6E767160180881,D5B5E511930DD06B77655379DDECE1C5
SRR6495299,2019-01-02 11:49:16,2018-01-23 16:48:55,5818004,587618404,0,101,337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495299.sralite.1,SRX3584625,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853551,SAMN08362454,simple,32049,Synechococcus sp. PCC 7002,GSM2934755,,,,,,,no,,,,,GEO,SRA650136,,public,98DBF2362BBD211DCD7B0B1D16125ADF,C652233F1D1BFC96DDC52FD03A13AD58
SRR6495300,2019-01-02 11:49:16,2018-01-23 16:50:17,9114401,920554501,0,101,582,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/495/SRR6495300.sralite.1,SRX3584626,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP130967,PRJNA429921,3,429921,SRS2853552,SAMN08362453,simple,32049,Synechococcus sp. PCC 7002,GSM2934756,,,,,,,no,,,,,GEO,SRA650136,,public,F93E5C34636458BCBEBEBEF4EAA71EE6,C336ECED60553C4CF97F2FEEAF36CABE
