# Program:featureCounts v2.0.1; Command:"featureCounts" "--fracOverlap" "0.5" "-T" "14" "-s" "1" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX156372_cds.txt" "SRX156372.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX156372.bam
SYNPCC7002_RS15195	NC_010480.1	115076	116224	-	1149	0
SYNPCC7002_RS15200	NC_010480.1	116771	117025	+	255	0
SYNPCC7002_RS15205	NC_010480.1	117022	117444	+	423	0
SYNPCC7002_RS15210	NC_010480.1	117546	121295	-	3750	129
SYNPCC7002_RS15215	NC_010480.1	121767	122753	+	987	19
SYNPCC7002_RS16580	NC_010480.1	122765	123112	+	348	0
SYNPCC7002_RS15220	NC_010480.1	123124	123630	+	507	3
SYNPCC7002_RS16585	NC_010480.1	123630	123839	+	210	2
SYNPCC7002_RS14205	NC_010476.1	13	3015	+	3003	127
SYNPCC7002_RS14210	NC_010476.1	3247	3468	-	222	0
SYNPCC7002_RS16780	NC_010476.1	3759	4121	+	363	0
SYNPCC7002_RS17245	NC_010476.1	4564	4692	+	129	0
SYNPCC7002_RS00010	NC_010475.1	1	1350	+	1350	2
SYNPCC7002_RS00015	NC_010475.1	1424	2353	+	930	0
SYNPCC7002_RS00025	NC_010475.1	2832	3110	-	279	3
SYNPCC7002_RS00030	NC_010475.1	3152	3406	-	255	0
SYNPCC7002_RS00035	NC_010475.1	3441	4133	-	693	0
SYNPCC7002_RS00040	NC_010475.1	4152	4796	-	645	0
SYNPCC7002_RS00045	NC_010475.1	4889	5230	-	342	0
SYNPCC7002_RS00050	NC_010475.1	5271	5630	-	360	0
SYNPCC7002_RS00055	NC_010475.1	5742	6824	+	1083	0
SYNPCC7002_RS00060	NC_010475.1	7044	7613	+	570	0
SYNPCC7002_RS16035	NC_010475.1	7646	8308	+	663	21
SYNPCC7002_RS00070	NC_010475.1	8305	9621	+	1317	2
SYNPCC7002_RS00075	NC_010475.1	9729	10484	+	756	0
SYNPCC7002_RS00080	NC_010475.1	10504	11418	+	915	0
SYNPCC7002_RS00085	NC_010475.1	11402	11782	-	381	38
SYNPCC7002_RS00090	NC_010475.1	11850	12152	-	303	0
SYNPCC7002_RS00095	NC_010475.1	12398	12628	+	231	0
SYNPCC7002_RS00100	NC_010475.1	12655	14193	+	1539	4
SYNPCC7002_RS00105	NC_010475.1	14203	14742	+	540	2
SYNPCC7002_RS00110	NC_010475.1	14914	15801	-	888	0
SYNPCC7002_RS00115	NC_010475.1	15864	20024	-	4161	4
SYNPCC7002_RS00120	NC_010475.1	20106	20954	+	849	4
SYNPCC7002_RS00125	NC_010475.1	21211	22140	+	930	0
SYNPCC7002_RS00130	NC_010475.1	22367	23170	+	804	0
SYNPCC7002_RS00135	NC_010475.1	23167	24519	-	1353	479
SYNPCC7002_RS00140	NC_010475.1	24806	25246	+	441	0
SYNPCC7002_RS00145	NC_010475.1	25340	26419	+	1080	0
SYNPCC7002_RS00150	NC_010475.1	26445	27062	-	618	1
SYNPCC7002_RS00155	NC_010475.1	27194	28225	+	1032	1
SYNPCC7002_RS00160	NC_010475.1	28366	28854	+	489	16
SYNPCC7002_RS00165	NC_010475.1	29424	30743	-	1320	3
SYNPCC7002_RS00170	NC_010475.1	30885	31730	-	846	0
SYNPCC7002_RS00175	NC_010475.1	31804	33420	-	1617	1
SYNPCC7002_RS00180	NC_010475.1	33504	34478	-	975	1
SYNPCC7002_RS00185	NC_010475.1	34718	35728	+	1011	6
SYNPCC7002_RS00190	NC_010475.1	35772	36683	+	912	0
SYNPCC7002_RS00195	NC_010475.1	36701	37603	+	903	1
SYNPCC7002_RS00200	NC_010475.1	37587	38036	+	450	0
SYNPCC7002_RS00205	NC_010475.1	38116	39978	-	1863	1
SYNPCC7002_RS00210	NC_010475.1	40120	45915	-	5796	24
SYNPCC7002_RS00215	NC_010475.1	46222	46563	-	342	3
SYNPCC7002_RS00220	NC_010475.1	46832	48373	+	1542	1
SYNPCC7002_RS00225	NC_010475.1	48397	49074	-	678	0
SYNPCC7002_RS00230	NC_010475.1	49554	50762	+	1209	0
SYNPCC7002_RS00235	NC_010475.1	50845	51207	+	363	0
SYNPCC7002_RS00240	NC_010475.1	51282	51773	+	492	0
SYNPCC7002_RS00245	NC_010475.1	51869	56263	+	4395	11
SYNPCC7002_RS00250	NC_010475.1	56378	59512	+	3135	9
SYNPCC7002_RS00255	NC_010475.1	59525	60178	-	654	0
SYNPCC7002_RS00260	NC_010475.1	60296	60643	-	348	0
SYNPCC7002_RS00265	NC_010475.1	60707	61204	-	498	17
SYNPCC7002_RS00270	NC_010475.1	61290	61847	-	558	0
SYNPCC7002_RS00275	NC_010475.1	61952	62608	-	657	1
SYNPCC7002_RS00280	NC_010475.1	62605	63024	-	420	0
SYNPCC7002_RS00285	NC_010475.1	63031	63270	-	240	0
SYNPCC7002_RS00290	NC_010475.1	63367	64266	-	900	3
SYNPCC7002_RS00295	NC_010475.1	64484	65443	-	960	0
SYNPCC7002_RS00300	NC_010475.1	65470	65679	-	210	0
SYNPCC7002_RS00305	NC_010475.1	65831	66229	+	399	0
SYNPCC7002_RS00310	NC_010475.1	66337	67056	-	720	0
SYNPCC7002_RS00315	NC_010475.1	67152	67652	+	501	0
SYNPCC7002_RS00320	NC_010475.1	67696	70698	+	3003	4
SYNPCC7002_RS00325	NC_010475.1	70804	72312	+	1509	2
SYNPCC7002_RS00330	NC_010475.1	72394	72648	-	255	1
SYNPCC7002_RS00335	NC_010475.1	72686	74116	+	1431	8
SYNPCC7002_RS00340	NC_010475.1	74161	74340	+	180	0
SYNPCC7002_RS00345	NC_010475.1	74343	75515	-	1173	0
SYNPCC7002_RS00350	NC_010475.1	75522	76319	-	798	0
SYNPCC7002_RS00355	NC_010475.1	76369	76836	-	468	0
SYNPCC7002_RS00360	NC_010475.1	76972	77229	-	258	1
SYNPCC7002_RS00365	NC_010475.1	77289	78125	-	837	7
SYNPCC7002_RS00370	NC_010475.1	78306	79598	-	1293	1
SYNPCC7002_RS16605	NC_010475.1	79701	79904	-	204	2
SYNPCC7002_RS00375	NC_010475.1	79979	80374	+	396	3
SYNPCC7002_RS00380	NC_010475.1	80386	81978	+	1593	0
SYNPCC7002_RS00385	NC_010475.1	82165	82413	+	249	0
SYNPCC7002_RS16340	NC_010475.1	82481	82723	+	243	0
SYNPCC7002_RS00390	NC_010475.1	82844	83233	-	390	1
SYNPCC7002_RS00395	NC_010475.1	83336	83683	-	348	0
SYNPCC7002_RS17030	NC_010475.1	83787	84305	-	519	0
SYNPCC7002_RS17035	NC_010475.1	84224	84586	-	363	4
SYNPCC7002_RS00405	NC_010475.1	84600	84794	-	195	0
SYNPCC7002_RS00410	NC_010475.1	84870	85547	-	678	0
SYNPCC7002_RS00415	NC_010475.1	85586	86875	-	1290	18
SYNPCC7002_RS00420	NC_010475.1	86991	87764	+	774	0
SYNPCC7002_RS00425	NC_010475.1	87845	88510	+	666	1
SYNPCC7002_RS00430	NC_010475.1	88528	89505	-	978	3
SYNPCC7002_RS00435	NC_010475.1	89652	90917	+	1266	2
SYNPCC7002_RS00440	NC_010475.1	90933	91235	+	303	0
SYNPCC7002_RS00445	NC_010475.1	91267	91764	+	498	1
SYNPCC7002_RS00450	NC_010475.1	91804	92343	+	540	0
SYNPCC7002_RS00455	NC_010475.1	92387	93304	-	918	2
SYNPCC7002_RS00460	NC_010475.1	93327	94130	-	804	0
SYNPCC7002_RS00465	NC_010475.1	94161	94484	-	324	0
SYNPCC7002_RS00470	NC_010475.1	94538	95278	-	741	0
SYNPCC7002_RS17175	NC_010475.1	95308	95436	-	129	1
SYNPCC7002_RS00475	NC_010475.1	95582	96871	+	1290	4
SYNPCC7002_RS00480	NC_010475.1	96991	97545	-	555	0
SYNPCC7002_RS00485	NC_010475.1	97815	98096	+	282	3
SYNPCC7002_RS00490	NC_010475.1	98278	99582	+	1305	0
SYNPCC7002_RS00495	NC_010475.1	99746	100627	+	882	1
SYNPCC7002_RS00500	NC_010475.1	100631	101380	+	750	1
SYNPCC7002_RS00510	NC_010475.1	101724	103730	+	2007	2
SYNPCC7002_RS00515	NC_010475.1	103895	104227	-	333	0
SYNPCC7002_RS00520	NC_010475.1	104356	105300	-	945	15
SYNPCC7002_RS00525	NC_010475.1	105340	106806	-	1467	22
SYNPCC7002_RS00530	NC_010475.1	107108	108124	+	1017	4
SYNPCC7002_RS00535	NC_010475.1	108257	108601	-	345	0
SYNPCC7002_RS00540	NC_010475.1	108852	109724	-	873	0
SYNPCC7002_RS00545	NC_010475.1	109846	110373	+	528	0
SYNPCC7002_RS00550	NC_010475.1	110430	111740	+	1311	7
SYNPCC7002_RS00555	NC_010475.1	111950	112462	-	513	0
SYNPCC7002_RS00560	NC_010475.1	112709	113413	-	705	1
SYNPCC7002_RS00565	NC_010475.1	113548	114129	+	582	1
SYNPCC7002_RS00570	NC_010475.1	114276	116504	+	2229	3
SYNPCC7002_RS00575	NC_010475.1	116526	117704	-	1179	9
SYNPCC7002_RS00580	NC_010475.1	118054	118548	+	495	0
SYNPCC7002_RS00585	NC_010475.1	118649	119449	-	801	0
SYNPCC7002_RS00590	NC_010475.1	119567	119926	+	360	0
SYNPCC7002_RS00595	NC_010475.1	120060	121814	-	1755	1
SYNPCC7002_RS00600	NC_010475.1	121880	123376	-	1497	0
SYNPCC7002_RS00605	NC_010475.1	123484	124035	-	552	0
SYNPCC7002_RS00610	NC_010475.1	124239	125600	+	1362	2
SYNPCC7002_RS00615	NC_010475.1	125648	126877	+	1230	1
SYNPCC7002_RS00620	NC_010475.1	126983	127825	-	843	1
SYNPCC7002_RS00625	NC_010475.1	128441	129100	-	660	0
SYNPCC7002_RS00630	NC_010475.1	129138	129524	-	387	0
SYNPCC7002_RS00635	NC_010475.1	129535	129978	-	444	1
SYNPCC7002_RS00640	NC_010475.1	130195	130581	+	387	0
SYNPCC7002_RS00645	NC_010475.1	130653	131291	-	639	2
SYNPCC7002_RS00650	NC_010475.1	131288	131704	-	417	0
SYNPCC7002_RS00655	NC_010475.1	131704	131988	-	285	0
SYNPCC7002_RS00660	NC_010475.1	132167	133045	+	879	2
SYNPCC7002_RS00665	NC_010475.1	133052	134653	-	1602	10
SYNPCC7002_RS00670	NC_010475.1	134875	135063	+	189	0
SYNPCC7002_RS00675	NC_010475.1	135206	135682	+	477	0
SYNPCC7002_RS00685	NC_010475.1	136055	138442	+	2388	2
SYNPCC7002_RS00690	NC_010475.1	138439	139122	-	684	0
SYNPCC7002_RS00695	NC_010475.1	139328	139741	-	414	1
SYNPCC7002_RS00700	NC_010475.1	139947	142412	-	2466	2
SYNPCC7002_RS00705	NC_010475.1	142542	142913	-	372	0
SYNPCC7002_RS00710	NC_010475.1	142940	143542	-	603	3
SYNPCC7002_RS00715	NC_010475.1	143821	145422	+	1602	1
SYNPCC7002_RS00720	NC_010475.1	145445	146026	+	582	5
SYNPCC7002_RS00725	NC_010475.1	146083	147843	+	1761	1
SYNPCC7002_RS00730	NC_010475.1	148056	149723	+	1668	3
SYNPCC7002_RS16040	NC_010475.1	149816	153046	-	3231	20
SYNPCC7002_RS00740	NC_010475.1	153399	154799	-	1401	4
SYNPCC7002_RS00745	NC_010475.1	154890	156641	-	1752	2
SYNPCC7002_RS00750	NC_010475.1	156915	158534	-	1620	7
SYNPCC7002_RS00755	NC_010475.1	158726	159169	+	444	1
SYNPCC7002_RS00760	NC_010475.1	159222	159494	+	273	0
SYNPCC7002_RS00765	NC_010475.1	159599	160267	+	669	0
SYNPCC7002_RS00770	NC_010475.1	160274	160702	+	429	0
SYNPCC7002_RS00775	NC_010475.1	160764	161612	+	849	1
SYNPCC7002_RS00780	NC_010475.1	161801	162883	-	1083	0
SYNPCC7002_RS00785	NC_010475.1	163051	165204	-	2154	1
SYNPCC7002_RS00790	NC_010475.1	165337	166389	-	1053	5
SYNPCC7002_RS00795	NC_010475.1	166576	167043	+	468	3
SYNPCC7002_RS00800	NC_010475.1	167146	167700	+	555	1
SYNPCC7002_RS00805	NC_010475.1	167725	168822	-	1098	3
SYNPCC7002_RS00810	NC_010475.1	169007	169735	-	729	2
SYNPCC7002_RS00815	NC_010475.1	169701	170243	-	543	1
SYNPCC7002_RS00820	NC_010475.1	170514	171947	+	1434	1
SYNPCC7002_RS00825	NC_010475.1	172027	173013	-	987	4
SYNPCC7002_RS00830	NC_010475.1	173166	173519	+	354	1
SYNPCC7002_RS00835	NC_010475.1	173717	175018	-	1302	1
SYNPCC7002_RS00840	NC_010475.1	175339	176679	+	1341	0
SYNPCC7002_RS00845	NC_010475.1	176689	178056	-	1368	1
SYNPCC7002_RS00850	NC_010475.1	178297	179232	+	936	3
SYNPCC7002_RS00855	NC_010475.1	179360	181210	+	1851	2
SYNPCC7002_RS00860	NC_010475.1	181266	182762	+	1497	0
SYNPCC7002_RS00865	NC_010475.1	182822	184105	+	1284	0
SYNPCC7002_RS00870	NC_010475.1	184149	184550	+	402	1
SYNPCC7002_RS00875	NC_010475.1	184632	185405	-	774	1
SYNPCC7002_RS00880	NC_010475.1	185482	186630	-	1149	1
SYNPCC7002_RS00885	NC_010475.1	186735	189380	-	2646	4
SYNPCC7002_RS00890	NC_010475.1	189484	189744	-	261	0
SYNPCC7002_RS00895	NC_010475.1	189954	190148	+	195	0
SYNPCC7002_RS00900	NC_010475.1	190266	190742	-	477	0
SYNPCC7002_RS00905	NC_010475.1	190898	192481	+	1584	1
SYNPCC7002_RS00915	NC_010475.1	192659	193855	-	1197	1
SYNPCC7002_RS00920	NC_010475.1	194043	194387	-	345	0
SYNPCC7002_RS00925	NC_010475.1	195013	195150	-	138	0
SYNPCC7002_RS00930	NC_010475.1	195386	196330	-	945	4
SYNPCC7002_RS00935	NC_010475.1;NC_010475.1	196692;196768	196766;197808	+;+	1116	2
SYNPCC7002_RS00940	NC_010475.1	197858	199324	+	1467	4
SYNPCC7002_RS00945	NC_010475.1	199382	200866	+	1485	3
SYNPCC7002_RS00950	NC_010475.1	200876	202201	-	1326	8
SYNPCC7002_RS00955	NC_010475.1	202330	202908	-	579	1
SYNPCC7002_RS00960	NC_010475.1	203001	204710	-	1710	0
SYNPCC7002_RS00965	NC_010475.1	204923	205969	+	1047	2
SYNPCC7002_RS00970	NC_010475.1	206263	206754	+	492	1
SYNPCC7002_RS00975	NC_010475.1	206812	208416	+	1605	2
SYNPCC7002_RS00980	NC_010475.1	208477	209193	+	717	0
SYNPCC7002_RS00985	NC_010475.1	209193	209759	+	567	1
SYNPCC7002_RS00990	NC_010475.1	209765	210409	+	645	0
SYNPCC7002_RS00995	NC_010475.1	210491	211915	+	1425	7
SYNPCC7002_RS01000	NC_010475.1	211915	212346	+	432	0
SYNPCC7002_RS01005	NC_010475.1	212334	212675	+	342	0
SYNPCC7002_RS01010	NC_010475.1	212718	213500	+	783	1
SYNPCC7002_RS01015	NC_010475.1	213508	215802	+	2295	5
SYNPCC7002_RS01020	NC_010475.1	215936	216175	+	240	1
SYNPCC7002_RS01025	NC_010475.1	216179	217264	+	1086	0
SYNPCC7002_RS01030	NC_010475.1	217301	217693	-	393	0
SYNPCC7002_RS01035	NC_010475.1	217709	218056	-	348	0
SYNPCC7002_RS01040	NC_010475.1	218123	218578	+	456	0
SYNPCC7002_RS01045	NC_010475.1	218881	219849	+	969	38
SYNPCC7002_RS16540	NC_010475.1	220212	220688	-	477	1
SYNPCC7002_RS01055	NC_010475.1	220861	221964	+	1104	0
SYNPCC7002_RS01060	NC_010475.1	222176	223498	+	1323	6
SYNPCC7002_RS01065	NC_010475.1	223707	226757	+	3051	20
SYNPCC7002_RS01070	NC_010475.1	226834	227493	-	660	0
SYNPCC7002_RS01075	NC_010475.1	227648	228634	+	987	0
SYNPCC7002_RS01080	NC_010475.1	228807	229748	+	942	3
SYNPCC7002_RS01085	NC_010475.1	229891	230616	+	726	2
SYNPCC7002_RS01090	NC_010475.1	230673	231209	+	537	2
SYNPCC7002_RS01095	NC_010475.1	231257	231988	+	732	0
SYNPCC7002_RS01100	NC_010475.1	232392	233810	+	1419	0
SYNPCC7002_RS01105	NC_010475.1	233957	235273	+	1317	1
