# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "DRX114947_cds.txt" "DRX114947.bam" 
Geneid	Chr	Start	End	Strand	Length	DRX114947.bam
SYNPCC7002_RS15420	NC_010474.1	44949	46349	+	1401	358
SYNPCC7002_RS17150	NC_010474.1	46499	46819	+	321	5
SYNPCC7002_RS17155	NC_010474.1	46856	47485	+	630	8
SYNPCC7002_RS15435	NC_010474.1	47506	47880	+	375	1
SYNPCC7002_RS15440	NC_010474.1	47892	48365	+	474	16
SYNPCC7002_RS15445	NC_010474.1	48966	49475	-	510	169
SYNPCC7002_RS17160	NC_010474.1	49492	49738	-	247	121
SYNPCC7002_RS17025	NC_010474.1	49950	50120	-	171	12
SYNPCC7002_RS15450	NC_010474.1	50213	50458	-	246	30
SYNPCC7002_RS15455	NC_010474.1	50455	51051	-	597	65
SYNPCC7002_RS16850	NC_010474.1	51282	51647	+	366	9
SYNPCC7002_RS15465	NC_010474.1	51717	52601	+	885	102
SYNPCC7002_RS15470	NC_010474.1	52785	53093	+	309	223
SYNPCC7002_RS15475	NC_010474.1	53110	53328	+	219	70
SYNPCC7002_RS15480	NC_010474.1	53329	53724	+	396	88
SYNPCC7002_RS15485	NC_010474.1	54201	55307	-	1107	26
SYNPCC7002_RS15490	NC_010474.1	55369	55941	-	573	27
SYNPCC7002_RS16855	NC_010474.1	55985	56128	-	144	5
SYNPCC7002_RS15495	NC_010474.1	56131	56382	-	252	5
SYNPCC7002_RS15500	NC_010474.1	56430	57134	-	705	21
SYNPCC7002_RS15505	NC_010474.1	57241	59328	-	2088	133
SYNPCC7002_RS15510	NC_010474.1	59393	61099	-	1707	66
SYNPCC7002_RS15515	NC_010474.1	61443	62570	+	1128	53
SYNPCC7002_RS15520	NC_010474.1	62567	63262	+	696	124
SYNPCC7002_RS15525	NC_010474.1	63339	64175	-	837	88
SYNPCC7002_RS15530	NC_010474.1	64132	64935	-	804	93
SYNPCC7002_RS15535	NC_010474.1	65060	65506	-	447	31
SYNPCC7002_RS15540	NC_010474.1	65804	67423	-	1620	411
SYNPCC7002_RS16275	NC_010474.1	68503	73563	+	5061	115
SYNPCC7002_RS15550	NC_010474.1	74140	74874	+	735	5
SYNPCC7002_RS15555	NC_010474.1	74943	77972	+	3030	79
SYNPCC7002_RS15560	NC_010474.1	78042	79721	+	1680	189
SYNPCC7002_RS17165	NC_010474.1	79898	80224	-	327	72
SYNPCC7002_RS17170	NC_010474.1	80221	81091	-	871	79
SYNPCC7002_RS15575	NC_010474.1	81290	82906	+	1617	274
SYNPCC7002_RS15580	NC_010474.1	82903	84519	-	1617	124
SYNPCC7002_RS15585	NC_010474.1	85060	86340	+	1281	226
SYNPCC7002_RS15590	NC_010474.1	86891	88219	+	1329	254
SYNPCC7002_RS15595	NC_010474.1	88192	88683	-	492	51
SYNPCC7002_RS15600	NC_010474.1	88738	88935	-	198	16
SYNPCC7002_RS15605	NC_010474.1	89450	90472	+	1023	1163
SYNPCC7002_RS15610	NC_010474.1	90469	91302	+	834	702
SYNPCC7002_RS15615	NC_010474.1	91406	94054	+	2649	1227
SYNPCC7002_RS15620	NC_010474.1	94180	94545	+	366	252
SYNPCC7002_RS15625	NC_010474.1	94604	95497	+	894	615
SYNPCC7002_RS15630	NC_010474.1	95562	96101	+	540	296
SYNPCC7002_RS15635	NC_010474.1	96164	96508	-	345	151
SYNPCC7002_RS15640	NC_010474.1	96502	96744	-	243	113
SYNPCC7002_RS15645	NC_010474.1	96849	97664	-	816	367
SYNPCC7002_RS15650	NC_010474.1	97668	98705	-	1038	352
SYNPCC7002_RS15655	NC_010474.1	98702	99676	-	975	425
SYNPCC7002_RS15660	NC_010474.1	99795	100562	-	768	900
SYNPCC7002_RS16290	NC_010474.1	100628	102163	-	1536	2039
SYNPCC7002_RS16595	NC_010474.1	102563	103114	-	552	21
SYNPCC7002_RS16600	NC_010474.1	103077	103418	-	342	21
SYNPCC7002_RS16305	NC_010474.1	103575	104621	-	1047	21
SYNPCC7002_RS16310	NC_010474.1	104581	105333	-	753	24
SYNPCC7002_RS16315	NC_010474.1	105330	106097	-	768	68
SYNPCC7002_RS15680	NC_010474.1	106254	107234	-	981	383
SYNPCC7002_RS15685	NC_010474.1	107413	108459	-	1047	134
SYNPCC7002_RS15690	NC_010474.1	108509	111004	-	2496	296
SYNPCC7002_RS16320	NC_010474.1	111195	112283	-	1089	533
SYNPCC7002_RS15700	NC_010474.1	112494	114269	-	1776	153
SYNPCC7002_RS15705	NC_010474.1	114297	114695	-	399	65
SYNPCC7002_RS15710	NC_010474.1	114692	115717	-	1026	148
SYNPCC7002_RS15715	NC_010474.1	115742	118219	-	2478	261
SYNPCC7002_RS15720	NC_010474.1	118451	119404	-	954	424
SYNPCC7002_RS16535	NC_010474.1	119572	119812	-	241	49
SYNPCC7002_RS15725	NC_010474.1	119817	121169	-	1353	465
SYNPCC7002_RS15730	NC_010474.1	121454	123052	+	1599	793
SYNPCC7002_RS15735	NC_010474.1	123191	124921	-	1731	289
SYNPCC7002_RS15740	NC_010474.1	125067	125807	-	741	118
SYNPCC7002_RS15745	NC_010474.1	126059	126334	-	276	13
SYNPCC7002_RS15750	NC_010474.1	126711	127472	+	762	134
SYNPCC7002_RS15755	NC_010474.1	127476	128384	-	909	34
SYNPCC7002_RS15760	NC_010474.1	128930	130756	+	1827	65
SYNPCC7002_RS15765	NC_010474.1	130995	131999	+	1005	48
SYNPCC7002_RS15770	NC_010474.1	131999	133585	+	1587	38
SYNPCC7002_RS15775	NC_010474.1	133589	134245	+	657	13
SYNPCC7002_RS15780	NC_010474.1	134232	135284	+	1053	165
SYNPCC7002_RS16325	NC_010474.1	135287	137776	+	2490	188
SYNPCC7002_RS15790	NC_010474.1	137770	138558	+	789	37
SYNPCC7002_RS15795	NC_010474.1	138724	139173	+	450	66
SYNPCC7002_RS15800	NC_010474.1	139440	140171	+	732	140
SYNPCC7002_RS15805	NC_010474.1	140189	140503	+	315	24
SYNPCC7002_RS15810	NC_010474.1	140467	141090	-	624	58
SYNPCC7002_RS15815	NC_010474.1	141505	143703	+	2199	332
SYNPCC7002_RS15820	NC_010474.1	143821	144396	+	576	28
SYNPCC7002_RS15825	NC_010474.1	144816	145091	+	276	4
SYNPCC7002_RS16330	NC_010474.1	145460	146086	-	627	25
SYNPCC7002_RS15835	NC_010474.1	146775	147860	+	1086	68
SYNPCC7002_RS15840	NC_010474.1	147982	148620	+	639	45
SYNPCC7002_RS15845	NC_010474.1	148716	149051	-	336	16
SYNPCC7002_RS15850	NC_010474.1	149172	149879	-	708	762
SYNPCC7002_RS15855	NC_010474.1	149990	150487	-	498	35
SYNPCC7002_RS15860	NC_010474.1	150589	151854	+	1266	49
SYNPCC7002_RS15865	NC_010474.1	152272	153522	+	1251	213
SYNPCC7002_RS15870	NC_010474.1	153649	155169	+	1521	312
SYNPCC7002_RS15875	NC_010474.1	155214	156182	-	969	854
SYNPCC7002_RS15880	NC_010474.1	156267	156689	-	423	907
SYNPCC7002_RS15885	NC_010474.1	156778	157425	-	648	3249
SYNPCC7002_RS15890	NC_010474.1	157753	160173	+	2421	12987
SYNPCC7002_RS15895	NC_010474.1	160360	161292	+	933	476
SYNPCC7002_RS15900	NC_010474.1	161364	162965	-	1602	138
SYNPCC7002_RS15905	NC_010474.1	163577	164308	-	732	20
SYNPCC7002_RS15910	NC_010474.1	164567	165403	-	837	75
SYNPCC7002_RS15915	NC_010474.1	165403	166320	-	918	225
SYNPCC7002_RS15925	NC_010474.1	166576	167973	+	1398	150
SYNPCC7002_RS15930	NC_010474.1	167999	168370	+	372	7
SYNPCC7002_RS15935	NC_010474.1	168367	168666	+	300	25
SYNPCC7002_RS15940	NC_010474.1	168782	169093	+	312	31
SYNPCC7002_RS15945	NC_010474.1	169101	169802	+	702	119
SYNPCC7002_RS15950	NC_010474.1	169799	170074	+	276	84
SYNPCC7002_RS15955	NC_010474.1	170077	170829	+	753	202
SYNPCC7002_RS15960	NC_010474.1	170860	172398	+	1539	167
SYNPCC7002_RS15965	NC_010474.1	172402	173325	+	924	59
SYNPCC7002_RS15970	NC_010474.1	173343	175439	-	2097	217
SYNPCC7002_RS15975	NC_010474.1	175803	176771	-	969	108
SYNPCC7002_RS15980	NC_010474.1	176819	178111	-	1293	104
SYNPCC7002_RS15985	NC_010474.1	178161	178655	-	495	128
SYNPCC7002_RS15990	NC_010474.1	178784	179713	-	930	629
SYNPCC7002_RS15995	NC_010474.1	180125	180796	-	672	62
SYNPCC7002_RS16000	NC_010474.1	180902	182410	-	1509	139
SYNPCC7002_RS16005	NC_010474.1	182432	183037	-	606	19
SYNPCC7002_RS16885	NC_010474.1	183289	183585	-	297	2
SYNPCC7002_RS16015	NC_010474.1	183607	184002	+	396	2
SYNPCC7002_RS16020	NC_010474.1	184210	184893	+	684	148
SYNPCC7002_RS16025	NC_010474.1	184913	185905	-	993	94
SYNPCC7002_RS16030	NC_010474.1	186066	186368	+	303	67
SYNPCC7002_RS14205	NC_010476.1	13	3015	+	3003	1768
SYNPCC7002_RS14210	NC_010476.1	3247	3468	-	222	324
SYNPCC7002_RS16780	NC_010476.1	3759	4121	+	363	1606
SYNPCC7002_RS17245	NC_010476.1	4564	4692	+	129	601
SYNPCC7002_RS14225	NC_010477.1	1	705	+	705	246
SYNPCC7002_RS16260	NC_010477.1	698	1030	+	333	109
SYNPCC7002_RS14235	NC_010477.1	1154	2602	+	1449	336
SYNPCC7002_RS14240	NC_010477.1	2599	3795	+	1197	313
SYNPCC7002_RS14245	NC_010477.1	3806	5224	+	1419	719
SYNPCC7002_RS14250	NC_010477.1	5332	7638	+	2307	1137
SYNPCC7002_RS14255	NC_010477.1	7718	8632	-	915	130
SYNPCC7002_RS14260	NC_010477.1	8908	9480	-	573	1201
SYNPCC7002_RS14265	NC_010477.1	9658	11073	-	1416	163
SYNPCC7002_RS14270	NC_010477.1	11077	13002	-	1926	221
SYNPCC7002_RS14275	NC_010477.1	13101	13253	-	153	248
SYNPCC7002_RS14280	NC_010477.1	13660	14076	-	417	267
SYNPCC7002_RS14285	NC_010477.1	14073	14303	-	231	263
SYNPCC7002_RS14290	NC_010477.1	14473	14724	-	252	395
SYNPCC7002_RS14295	NC_010477.1	14721	14987	-	267	35
SYNPCC7002_RS14300	NC_010477.1	15025	15267	-	243	16
SYNPCC7002_RS14305	NC_010477.1	15264	15941	-	678	104
SYNPCC7002_RS14310	NC_010478.1	1	597	+	597	62
SYNPCC7002_RS14315	NC_010478.1	594	779	+	186	28
SYNPCC7002_RS14320	NC_010478.1	1276	1503	+	228	106
SYNPCC7002_RS14325	NC_010478.1	1500	1904	+	405	146
SYNPCC7002_RS14330	NC_010478.1	2160	3260	-	1101	176
SYNPCC7002_RS14335	NC_010478.1	3673	4287	-	615	459
SYNPCC7002_RS14340	NC_010478.1	4340	4696	-	357	164
SYNPCC7002_RS14345	NC_010478.1	4773	5396	-	624	326
SYNPCC7002_RS14350	NC_010478.1	5409	6155	-	747	295
SYNPCC7002_RS14355	NC_010478.1	6222	6731	-	510	191
SYNPCC7002_RS14360	NC_010478.1	6761	7717	-	957	380
SYNPCC7002_RS14365	NC_010478.1	8734	9234	-	501	166
SYNPCC7002_RS14370	NC_010478.1	9246	9644	-	399	6
SYNPCC7002_RS14375	NC_010478.1	9655	10641	-	987	27
SYNPCC7002_RS14380	NC_010478.1	10936	11265	+	330	119
SYNPCC7002_RS14385	NC_010478.1	11279	11677	-	399	185
SYNPCC7002_RS14390	NC_010478.1	11658	11960	-	303	103
SYNPCC7002_RS14395	NC_010478.1	15248	15541	-	294	33
SYNPCC7002_RS14400	NC_010478.1	15538	16515	-	978	65
SYNPCC7002_RS14405	NC_010478.1	16518	17096	-	579	54
SYNPCC7002_RS14410	NC_010478.1	17101	17883	-	783	50
SYNPCC7002_RS14415	NC_010478.1	17876	18631	-	756	38
SYNPCC7002_RS14420	NC_010478.1	18701	19690	-	990	119
SYNPCC7002_RS14425	NC_010478.1	19735	22656	-	2922	400
SYNPCC7002_RS14430	NC_010478.1	22670	24814	-	2145	205
SYNPCC7002_RS14435	NC_010478.1	24961	25227	-	267	7
SYNPCC7002_RS14440	NC_010478.1	25579	26541	+	963	349
SYNPCC7002_RS14445	NC_010478.1	26975	28945	+	1971	254
SYNPCC7002_RS16505	NC_010478.1	29056	29286	-	231	136
SYNPCC7002_RS14455	NC_010478.1	29300	29695	-	396	265
SYNPCC7002_RS14460	NC_010478.1	29696	29914	-	219	77
SYNPCC7002_RS14465	NC_010478.1	29931	30239	-	309	230
SYNPCC7002_RS14470	NC_010478.1	30423	31307	-	885	103
SYNPCC7002_RS16785	NC_010478.1	31377	31742	-	366	14
SYNPCC7002_RS00010	NC_010475.1	1	1350	+	1350	67
SYNPCC7002_RS00015	NC_010475.1	1424	2353	+	930	109
SYNPCC7002_RS00025	NC_010475.1	2832	3110	-	279	60
SYNPCC7002_RS00030	NC_010475.1	3152	3406	-	255	33
SYNPCC7002_RS00035	NC_010475.1	3441	4133	-	693	12
SYNPCC7002_RS00040	NC_010475.1	4152	4796	-	645	217
SYNPCC7002_RS00045	NC_010475.1	4889	5230	-	342	134
SYNPCC7002_RS00050	NC_010475.1	5271	5630	-	360	99
SYNPCC7002_RS00055	NC_010475.1	5742	6824	+	1083	127
SYNPCC7002_RS00060	NC_010475.1	7044	7613	+	570	162
SYNPCC7002_RS16035	NC_010475.1	7646	8308	+	663	131
SYNPCC7002_RS00070	NC_010475.1	8305	9621	+	1317	114
SYNPCC7002_RS00075	NC_010475.1	9729	10484	+	756	404
SYNPCC7002_RS00080	NC_010475.1	10504	11418	+	915	289
SYNPCC7002_RS00085	NC_010475.1	11402	11782	-	381	69
SYNPCC7002_RS00090	NC_010475.1	11850	12152	-	303	107
SYNPCC7002_RS00095	NC_010475.1	12398	12628	+	231	186
SYNPCC7002_RS00100	NC_010475.1	12655	14193	+	1539	275
SYNPCC7002_RS00105	NC_010475.1	14203	14742	+	540	48
SYNPCC7002_RS00110	NC_010475.1	14914	15801	-	888	343
SYNPCC7002_RS00115	NC_010475.1	15864	20024	-	4161	251
SYNPCC7002_RS00120	NC_010475.1	20106	20954	+	849	216
SYNPCC7002_RS00125	NC_010475.1	21211	22140	+	930	2603
SYNPCC7002_RS00130	NC_010475.1	22367	23170	+	804	354
SYNPCC7002_RS00135	NC_010475.1	23167	24519	-	1353	289
SYNPCC7002_RS00140	NC_010475.1	24806	25246	+	441	20
SYNPCC7002_RS00145	NC_010475.1	25340	26419	+	1080	184
SYNPCC7002_RS00150	NC_010475.1	26445	27062	-	618	61
SYNPCC7002_RS00155	NC_010475.1	27194	28225	+	1032	99
SYNPCC7002_RS00160	NC_010475.1	28366	28854	+	489	493
SYNPCC7002_RS00165	NC_010475.1	29424	30743	-	1320	592
SYNPCC7002_RS00170	NC_010475.1	30885	31730	-	846	516
SYNPCC7002_RS00175	NC_010475.1	31804	33420	-	1617	981
SYNPCC7002_RS00180	NC_010475.1	33504	34478	-	975	46
SYNPCC7002_RS00185	NC_010475.1	34718	35728	+	1011	722
SYNPCC7002_RS00190	NC_010475.1	35772	36683	+	912	501
SYNPCC7002_RS00195	NC_010475.1	36701	37603	+	903	129
SYNPCC7002_RS00200	NC_010475.1	37587	38036	+	450	28
SYNPCC7002_RS00205	NC_010475.1	38116	39978	-	1863	10148
SYNPCC7002_RS00210	NC_010475.1	40120	45915	-	5796	1579
SYNPCC7002_RS00215	NC_010475.1	46222	46563	-	342	3384
SYNPCC7002_RS00220	NC_010475.1	46832	48373	+	1542	464
SYNPCC7002_RS00225	NC_010475.1	48397	49074	-	678	208
SYNPCC7002_RS00230	NC_010475.1	49554	50762	+	1209	1112
SYNPCC7002_RS00235	NC_010475.1	50845	51207	+	363	308
SYNPCC7002_RS00240	NC_010475.1	51282	51773	+	492	543
SYNPCC7002_RS00245	NC_010475.1	51869	56263	+	4395	5306
SYNPCC7002_RS00250	NC_010475.1	56378	59512	+	3135	1588
SYNPCC7002_RS00255	NC_010475.1	59525	60178	-	654	1070
SYNPCC7002_RS00260	NC_010475.1	60296	60643	-	348	915
SYNPCC7002_RS00265	NC_010475.1	60707	61204	-	498	1000
SYNPCC7002_RS00270	NC_010475.1	61290	61847	-	558	2203
SYNPCC7002_RS00275	NC_010475.1	61952	62608	-	657	20
SYNPCC7002_RS00280	NC_010475.1	62605	63024	-	420	102
SYNPCC7002_RS00285	NC_010475.1	63031	63270	-	240	74
SYNPCC7002_RS00290	NC_010475.1	63367	64266	-	900	1110
SYNPCC7002_RS00295	NC_010475.1	64484	65443	-	960	1309
SYNPCC7002_RS00300	NC_010475.1	65470	65679	-	210	232
SYNPCC7002_RS00305	NC_010475.1	65831	66229	+	399	226
SYNPCC7002_RS00310	NC_010475.1	66337	67056	-	720	183
SYNPCC7002_RS00315	NC_010475.1	67152	67652	+	501	312
SYNPCC7002_RS00320	NC_010475.1	67696	70698	+	3003	889
SYNPCC7002_RS00325	NC_010475.1	70804	72312	+	1509	443
SYNPCC7002_RS00330	NC_010475.1	72394	72648	-	255	142
SYNPCC7002_RS00335	NC_010475.1	72686	74116	+	1431	335
SYNPCC7002_RS00340	NC_010475.1	74161	74340	+	180	68
SYNPCC7002_RS00345	NC_010475.1	74343	75515	-	1173	249
SYNPCC7002_RS00350	NC_010475.1	75522	76319	-	798	309
SYNPCC7002_RS00355	NC_010475.1	76369	76836	-	468	337
SYNPCC7002_RS00360	NC_010475.1	76972	77229	-	258	60
SYNPCC7002_RS00365	NC_010475.1	77289	78125	-	837	359
SYNPCC7002_RS00370	NC_010475.1	78306	79598	-	1293	4907
SYNPCC7002_RS16605	NC_010475.1	79701	79904	-	204	20
SYNPCC7002_RS00375	NC_010475.1	79979	80374	+	396	394
SYNPCC7002_RS00380	NC_010475.1	80386	81978	+	1593	479
SYNPCC7002_RS00385	NC_010475.1	82165	82413	+	249	366
SYNPCC7002_RS16340	NC_010475.1	82481	82723	+	243	201
SYNPCC7002_RS00390	NC_010475.1	82844	83233	-	390	1010
SYNPCC7002_RS00395	NC_010475.1	83336	83683	-	348	97
SYNPCC7002_RS17030	NC_010475.1	83787	84305	-	519	15
SYNPCC7002_RS17035	NC_010475.1	84224	84586	-	363	16
SYNPCC7002_RS00405	NC_010475.1	84600	84794	-	195	122
SYNPCC7002_RS00410	NC_010475.1	84870	85547	-	678	315
SYNPCC7002_RS00415	NC_010475.1	85586	86875	-	1290	626
SYNPCC7002_RS00420	NC_010475.1	86991	87764	+	774	60
SYNPCC7002_RS00425	NC_010475.1	87845	88510	+	666	184
SYNPCC7002_RS00430	NC_010475.1	88528	89505	-	978	207
SYNPCC7002_RS00435	NC_010475.1	89652	90917	+	1266	180
SYNPCC7002_RS00440	NC_010475.1	90933	91235	+	303	22
SYNPCC7002_RS00445	NC_010475.1	91267	91764	+	498	277
SYNPCC7002_RS00450	NC_010475.1	91804	92343	+	540	170
SYNPCC7002_RS00455	NC_010475.1	92387	93304	-	918	625
SYNPCC7002_RS00460	NC_010475.1	93327	94130	-	804	1149
SYNPCC7002_RS00465	NC_010475.1	94161	94484	-	324	813
SYNPCC7002_RS00470	NC_010475.1	94538	95278	-	741	438
SYNPCC7002_RS17175	NC_010475.1	95308	95436	-	129	10
SYNPCC7002_RS00475	NC_010475.1	95582	96871	+	1290	11141
SYNPCC7002_RS00480	NC_010475.1	96991	97545	-	555	80
SYNPCC7002_RS00485	NC_010475.1	97815	98096	+	282	605
SYNPCC7002_RS00490	NC_010475.1	98278	99582	+	1305	2294
SYNPCC7002_RS00495	NC_010475.1	99746	100627	+	882	374
SYNPCC7002_RS00500	NC_010475.1	100631	101380	+	750	306
SYNPCC7002_RS00510	NC_010475.1	101724	103730	+	2007	1198
SYNPCC7002_RS00515	NC_010475.1	103895	104227	-	333	1772
SYNPCC7002_RS00520	NC_010475.1	104356	105300	-	945	703
SYNPCC7002_RS00525	NC_010475.1	105340	106806	-	1467	1578
SYNPCC7002_RS00530	NC_010475.1	107108	108124	+	1017	27781
SYNPCC7002_RS00535	NC_010475.1	108257	108601	-	345	145
SYNPCC7002_RS00540	NC_010475.1	108852	109724	-	873	524
SYNPCC7002_RS00545	NC_010475.1	109846	110373	+	528	119
SYNPCC7002_RS00550	NC_010475.1	110430	111740	+	1311	4798
SYNPCC7002_RS00555	NC_010475.1	111950	112462	-	513	12712
SYNPCC7002_RS00560	NC_010475.1	112709	113413	-	705	56
SYNPCC7002_RS00565	NC_010475.1	113548	114129	+	582	150
SYNPCC7002_RS00570	NC_010475.1	114276	116504	+	2229	1068
SYNPCC7002_RS00575	NC_010475.1	116526	117704	-	1179	150
SYNPCC7002_RS00580	NC_010475.1	118054	118548	+	495	886
SYNPCC7002_RS00585	NC_010475.1	118649	119449	-	801	473
SYNPCC7002_RS00590	NC_010475.1	119567	119926	+	360	1062
SYNPCC7002_RS00595	NC_010475.1	120060	121814	-	1755	1097
SYNPCC7002_RS00600	NC_010475.1	121880	123376	-	1497	1396
SYNPCC7002_RS00605	NC_010475.1	123484	124035	-	552	143
SYNPCC7002_RS00610	NC_010475.1	124239	125600	+	1362	1519
SYNPCC7002_RS00615	NC_010475.1	125648	126877	+	1230	497
SYNPCC7002_RS00620	NC_010475.1	126983	127825	-	843	10438
SYNPCC7002_RS00625	NC_010475.1	128441	129100	-	660	433
SYNPCC7002_RS00630	NC_010475.1	129138	129524	-	387	29
SYNPCC7002_RS00635	NC_010475.1	129535	129978	-	444	20
SYNPCC7002_RS00640	NC_010475.1	130195	130581	+	387	1167
SYNPCC7002_RS00645	NC_010475.1	130653	131291	-	639	232
SYNPCC7002_RS00650	NC_010475.1	131288	131704	-	417	62
SYNPCC7002_RS00655	NC_010475.1	131704	131988	-	285	122
SYNPCC7002_RS00660	NC_010475.1	132167	133045	+	879	152
SYNPCC7002_RS00665	NC_010475.1	133052	134653	-	1602	283
SYNPCC7002_RS00670	NC_010475.1	134875	135063	+	189	5879
SYNPCC7002_RS00675	NC_010475.1	135206	135682	+	477	421
SYNPCC7002_RS00685	NC_010475.1	136055	138442	+	2388	855
SYNPCC7002_RS00690	NC_010475.1	138439	139122	-	684	199
SYNPCC7002_RS00695	NC_010475.1	139328	139741	-	414	468
SYNPCC7002_RS00700	NC_010475.1	139947	142412	-	2466	13630
SYNPCC7002_RS00705	NC_010475.1	142542	142913	-	372	75
SYNPCC7002_RS00710	NC_010475.1	142940	143542	-	603	301
SYNPCC7002_RS00715	NC_010475.1	143821	145422	+	1602	371
SYNPCC7002_RS00720	NC_010475.1	145445	146026	+	582	94
SYNPCC7002_RS00725	NC_010475.1	146083	147843	+	1761	296
SYNPCC7002_RS00730	NC_010475.1	148056	149723	+	1668	10179
SYNPCC7002_RS16040	NC_010475.1	149816	153046	-	3231	151
SYNPCC7002_RS00740	NC_010475.1	153399	154799	-	1401	36
SYNPCC7002_RS00745	NC_010475.1	154890	156641	-	1752	36
SYNPCC7002_RS00750	NC_010475.1	156915	158534	-	1620	4739
SYNPCC7002_RS00755	NC_010475.1	158726	159169	+	444	85
SYNPCC7002_RS00760	NC_010475.1	159222	159494	+	273	542
SYNPCC7002_RS00765	NC_010475.1	159599	160267	+	669	128
SYNPCC7002_RS00770	NC_010475.1	160274	160702	+	429	68
SYNPCC7002_RS00775	NC_010475.1	160764	161612	+	849	62
SYNPCC7002_RS00780	NC_010475.1	161801	162883	-	1083	95745
SYNPCC7002_RS00785	NC_010475.1	163051	165204	-	2154	277
SYNPCC7002_RS00790	NC_010475.1	165337	166389	-	1053	361
SYNPCC7002_RS00795	NC_010475.1	166576	167043	+	468	234
SYNPCC7002_RS00800	NC_010475.1	167146	167700	+	555	409
SYNPCC7002_RS00805	NC_010475.1	167725	168822	-	1098	461
SYNPCC7002_RS00810	NC_010475.1	169007	169735	-	729	970
SYNPCC7002_RS00815	NC_010475.1	169701	170243	-	543	1360
SYNPCC7002_RS00820	NC_010475.1	170514	171947	+	1434	3779
SYNPCC7002_RS00825	NC_010475.1	172027	173013	-	987	553
SYNPCC7002_RS00830	NC_010475.1	173166	173519	+	354	17016
SYNPCC7002_RS00835	NC_010475.1	173717	175018	-	1302	4045
SYNPCC7002_RS00840	NC_010475.1	175339	176679	+	1341	835
SYNPCC7002_RS00845	NC_010475.1	176689	178056	-	1368	373
SYNPCC7002_RS00850	NC_010475.1	178297	179232	+	936	2644
SYNPCC7002_RS00855	NC_010475.1	179360	181210	+	1851	1726
SYNPCC7002_RS00860	NC_010475.1	181266	182762	+	1497	1095
SYNPCC7002_RS00865	NC_010475.1	182822	184105	+	1284	798
