# Program:featureCounts v2.0.1; Command:"featureCounts" "--fracOverlap" "0.5" "-T" "8" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX14927075_cds.txt" "SRX14927075.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX14927075.bam
SGL_RS00175	NC_005229.1	38437	38730	-	294	3504
SGL_RS00180	NC_005229.1	38907	39641	+	735	5779
SGL_RS00185	NC_005229.1	39663	40259	-	597	5245
SGL_RS00190	NC_005229.1	40411	41316	-	906	8845
SGL_RS00195	NC_005229.1	41411	42397	-	987	8227
SGL_RS00200	NC_005229.1	42442	43161	-	720	10157
SGL_RS00205	NC_005229.1	43343	44293	-	951	8711
SGL_RS00210	NC_005229.1	44338	45855	-	1518	14537
SGL_RS00215	NC_005229.1	45852	46940	-	1089	9293
SGL_RS00220	NC_005229.1	46945	48288	-	1344	12107
SGL_RS00225	NC_005229.1	48291	49505	-	1215	9744
SGL_RS00230	NC_005229.1	49707	50099	+	393	5141
SGL_RS00235	NC_005229.1	50111	52333	-	2223	26685
SGL_RS00240	NC_005229.1	52552	52992	+	441	3613
SGL_RS00245	NC_005229.1	53037	54026	+	990	9775
SGL_RS00250	NC_005229.1	54119	54910	+	792	8542
SGL_RS00255	NC_005229.1	54911	56281	+	1371	11831
SGL_RS19680	NC_005229.1	56357	56617	-	261	2400
SGL_RS00260	NC_005229.1	56854	57807	-	954	10125
SGL_RS00265	NC_005229.1	57972	60323	+	2352	30199
SGL_RS00270	NC_005229.1	60291	61199	-	909	8714
SGL_RS00275	NC_005229.1	61202	64831	-	3630	39203
SGL_RS00280	NC_005229.1	64868	65245	-	378	5221
SGL_RS00285	NC_005229.1	65331	65786	-	456	3591
SGL_RS00290	NC_005229.1	65758	66480	-	723	3790
SGL_RS18485	NC_005229.1	66782	67072	-	291	2796
SGL_RS00295	NC_005229.1	67163	67378	-	216	2451
SGL_RS00300	NC_005229.1	67362	67976	-	615	5736
SGL_RS00305	NC_005229.1	68050	68574	-	525	6650
SGL_RS19300	NC_005229.1	68904	69296	-	393	2936
SGL_RS18490	NC_005229.1	69244	69408	-	165	229
SGL_RS00315	NC_005229.1	69335	70810	-	1476	12380
SGL_RS00320	NC_005229.1	71474	71818	+	345	5049
SGL_RS19365	NC_005229.1	71972	72238	+	267	2210
SGL_RS00330	NC_005229.1	72425	73159	+	735	11316
SGL_RS00335	NC_005229.1	73270	73485	+	216	2919
SGL_RS00340	NC_005229.1	73728	74147	-	420	4920
SGL_RS00345	NC_005229.1	74510	75055	-	546	5337
SGL_RS00350	NC_005229.1	75147	75929	+	783	8757
SGL_RS00355	NC_005229.1	76050	76988	+	939	17116
SGL_RS00360	NC_005229.1	77192	77944	-	753	6782
SGL_RS00365	NC_005229.1	78057	78881	-	825	6696
SGL_RS00370	NC_005229.1	79505	80293	-	789	13929
SGL_RS00375	NC_005229.1	80783	81613	+	831	8231
SGL_RS19370	NC_005229.1	81723	81878	-	156	1161
SGL_RS00385	NC_005229.1	82309	84186	-	1878	27778
SGL_RS00390	NC_005229.1	84439	85110	-	672	6946
SGL_RS00395	NC_005229.1	85167	85469	+	303	3644
SGL_RS00400	NC_005229.1	85552	86997	-	1446	16178
SGL_RS00405	NC_005229.1	87601	88020	+	420	6714
SGL_RS00410	NC_005229.1	88114	88830	+	717	10390
SGL_RS00415	NC_005229.1	88902	89759	-	858	6173
SGL_RS00420	NC_005229.1	89699	90253	-	555	7195
SGL_RS00425	NC_005229.1	90353	90601	-	249	3452
SGL_RS00430	NC_005229.1	90973	91218	+	246	2887
SGL_RS00435	NC_005229.1	91355	92692	+	1338	19448
SGL_RS00440	NC_005229.1	92805	93236	-	432	5140
SGL_RS00445	NC_005229.1	93233	93520	-	288	3115
SGL_RS00450	NC_005229.1	93656	93865	-	210	3491
SGL_RS00455	NC_005229.1	93862	94866	-	1005	13947
SGL_RS18510	NC_005229.1	95256	95549	-	294	3437
SGL_RS00465	NC_005229.1	95697	95903	-	207	2610
SGL_RS00470	NC_005229.1	96124	96561	+	438	4421
SGL_RS00475	NC_005229.1	96554	97156	+	603	8797
SGL_RS00480	NC_005229.1	97277	97492	+	216	3678
SGL_RS00485	NC_005229.1	97790	98212	-	423	4173
SGL_RS00490	NC_005229.1	98614	99219	+	606	2063
SGL_RS00495	NC_005229.1	99216	99449	+	234	36
SGL_RS00500	NC_005229.1	99565	99981	-	417	2096
SGL_RS19305	NC_005229.1	100364	100759	-	396	623
SGL_RS19685	NC_005229.1	100707	100868	-	162	247
SGL_RS00510	NC_005229.1	100798	102288	-	1491	12808
SGL_RS00515	NC_005229.1	102801	103151	+	351	4842
SGL_RS00520	NC_005229.1	103187	103417	-	231	1923
SGL_RS00525	NC_005229.1	103661	104083	+	423	6867
SGL_RS00530	NC_005229.1	104141	105274	+	1134	32133
SGL_RS00535	NC_005229.1	105753	106043	-	291	3869
SGL_RS00540	NC_005229.1	106087	106371	-	285	2387
SGL_RS00545	NC_005229.1	106537	106950	+	414	3809
SGL_RS00550	NC_005229.1	107105	107527	+	423	4260
SGL_RS00555	NC_005229.1	107531	107746	+	216	2537
SGL_RS00560	NC_005229.1	107767	108585	+	819	8786
SGL_RS00565	NC_005229.1	108733	109503	+	771	8736
SGL_RS00570	NC_005229.1	110068	110283	+	216	3292
SGL_RS00575	NC_005229.1	110524	111786	-	1263	13054
SGL_RS00580	NC_005229.1	111783	112217	-	435	3658
SGL_RS00585	NC_005229.1	112352	113182	+	831	8829
SGL_RS00590	NC_005229.1	113239	113463	-	225	2616
SGL_RS00595	NC_005229.1	113953	114423	+	471	6957
SGL_RS00600	NC_005229.1	114514	115284	+	771	13284
SGL_RS00605	NC_005229.1	115503	116540	-	1038	15660
SGL_RS00610	NC_005229.1	116636	116830	-	195	2333
SGL_RS00615	NC_005229.1	116886	117293	-	408	4596
SGL_RS00620	NC_005229.1	117345	118361	-	1017	9500
SGL_RS00005	NC_005229.1	118399	119922	-	1524	21128
SGL_RS01370	NC_005232.1	243	3053	+	2811	21165
SGL_RS20090	NC_005232.1	3099	3233	-	135	1740
SGL_RS01375	NC_005232.1	3505	3753	+	249	3883
SGL_RS19720	NC_005232.1	3853	4080	+	228	1668
SGL_RS19725	NC_005232.1	4050	4406	+	357	2526
SGL_RS01390	NC_005232.1	4346	5251	+	906	4991
SGL_RS01395	NC_005232.1	5251	6279	+	1029	6871
SGL_RS01400	NC_005232.1	6397	7470	+	1074	8528
SGL_RS01405	NC_005232.1	7565	8596	+	1032	9374
SGL_RS01410	NC_005232.1	8529	9449	+	921	9352
SGL_RS01415	NC_005232.1	9520	10167	-	648	5148
SGL_RS01420	NC_005232.1	10224	10895	+	672	6311
SGL_RS01425	NC_005232.1	11348	13507	+	2160	37316
SGL_RS01430	NC_005232.1	13483	15039	+	1557	28515
SGL_RS01435	NC_005232.1	15036	16439	+	1404	28524
SGL_RS01440	NC_005232.1	16436	18091	+	1656	29517
SGL_RS01445	NC_005232.1	18098	20500	+	2403	49936
SGL_RS01450	NC_005232.1	20559	21329	-	771	9824
SGL_RS01455	NC_005232.1	21554	21769	-	216	3145
SGL_RS01465	NC_005232.1	22487	22951	+	465	15301
SGL_RS01470	NC_005232.1	23270	23833	+	564	2573
SGL_RS01475	NC_005232.1	23898	24110	-	213	1903
SGL_RS01480	NC_005232.1	24263	24442	+	180	2019
SGL_RS20095	NC_005232.1	24442	24573	+	132	1222
SGL_RS01485	NC_005232.1	24638	25147	+	510	4205
SGL_RS01490	NC_005232.1	25216	25473	+	258	2540
SGL_RS01495	NC_005232.1	25538	25729	+	192	2499
SGL_RS19315	NC_005232.1	25832	26032	+	201	1528
SGL_RS01500	NC_005232.1	26096	26653	+	558	7325
SGL_RS01505	NC_005232.1	26745	27242	+	498	3343
SGL_RS01515	NC_005232.1	27957	31322	+	3366	26982
SGL_RS19730	NC_005232.1	31354	31461	+	108	430
SGL_RS19320	NC_005232.1	31409	31801	+	393	6046
SGL_RS01525	NC_005232.1	32129	32545	+	417	4924
SGL_RS01530	NC_005232.1	32660	32893	-	234	5844
SGL_RS01535	NC_005232.1	32890	33495	-	606	7815
SGL_RS01540	NC_005232.1	33889	34311	+	423	4373
SGL_RS18595	NC_005232.1	34375	34668	+	294	2251
SGL_RS01545	NC_005232.1	34784	35374	+	591	6389
SGL_RS01550	NC_005232.1	35381	36079	+	699	8288
SGL_RS01555	NC_005232.1	36066	37418	+	1353	10553
SGL_RS01560	NC_005232.1	37542	39119	+	1578	12784
SGL_RS01565	NC_005232.1	39171	42311	+	3141	25956
SGL_RS01570	NC_005232.1	42326	42805	+	480	6231
SGL_RS01575	NC_005232.1	43066	43374	+	309	3394
SGL_RS01580	NC_005232.1	43486	43689	+	204	1712
SGL_RS01585	NC_005232.1	43696	47151	+	3456	39558
SGL_RS01590	NC_005232.1	47182	47409	+	228	3028
SGL_RS01595	NC_005232.1	47402	47815	+	414	5466
SGL_RS01600	NC_005232.1	47827	51129	+	3303	58876
SGL_RS01605	NC_005232.1	51133	51513	+	381	6780
SGL_RS19735	NC_005232.1	51619	51873	-	255	3611
SGL_RS01610	NC_005232.1	51986	53401	-	1416	14204
SGL_RS01615	NC_005232.1	53398	53778	-	381	3489
SGL_RS01620	NC_005232.1	53782	54240	-	459	5076
SGL_RS01625	NC_005232.1	54343	54702	+	360	3956
SGL_RS01630	NC_005232.1	54708	55295	+	588	6102
SGL_RS01635	NC_005232.1	55646	56236	+	591	4927
SGL_RS01640	NC_005232.1	56265	56831	-	567	6275
SGL_RS01645	NC_005232.1	57133	57666	-	534	4519
SGL_RS01650	NC_005232.1	58222	58470	+	249	3700
SGL_RS01655	NC_005232.1	58570	59124	+	555	8614
SGL_RS01660	NC_005232.1	59064	59969	+	906	5023
SGL_RS01665	NC_005232.1	59969	60997	+	1029	6727
SGL_RS01670	NC_005232.1	61115	62188	+	1074	8642
SGL_RS01675	NC_005232.1	62283	63314	+	1032	9134
SGL_RS01680	NC_005232.1	63247	64167	+	921	9327
SGL_RS01685	NC_005232.1	64238	64885	-	648	5191
SGL_RS01690	NC_005232.1	64942	65613	+	672	6452
SGL_RS01695	NC_005232.1	66066	68225	+	2160	36989
SGL_RS01700	NC_005232.1	68201	69757	+	1557	28580
SGL_RS01705	NC_005232.1	69754	71157	+	1404	28600
SGL_RS01710	NC_005232.1	71154	72809	+	1656	29688
SGL_RS01715	NC_005232.1	72816	75218	+	2403	49401
SGL_RS01720	NC_005232.1	75277	76047	-	771	9932
SGL_RS01725	NC_005232.1	76272	76487	-	216	3140
SGL_RS01735	NC_005232.1	77205	77669	+	465	15218
SGL_RS01740	NC_005232.1	77988	78551	+	564	2515
SGL_RS01745	NC_005232.1	78616	78828	-	213	1918
SGL_RS01750	NC_005232.1	78981	79160	+	180	2029
SGL_RS20100	NC_005232.1	79160	79291	+	132	1254
SGL_RS01755	NC_005232.1	79356	79865	+	510	4320
SGL_RS01760	NC_005232.1	79934	80191	+	258	2509
SGL_RS01765	NC_005232.1	80256	80447	+	192	2395
SGL_RS19325	NC_005232.1	80550	80750	+	201	1622
SGL_RS01770	NC_005232.1	80814	81371	+	558	7320
SGL_RS01775	NC_005232.1	81463	81960	+	498	3362
SGL_RS01785	NC_005232.1	82861	86385	+	3525	27750
SGL_RS19740	NC_005232.1	86417	86521	+	105	406
SGL_RS19330	NC_005232.1	86472	86870	+	399	2525
SGL_RS01795	NC_005232.1	87011	87265	-	255	3757
SGL_RS01800	NC_005232.1	87258	87854	-	597	5817
SGL_RS18620	NC_005232.1	88094	88417	+	324	2478
SGL_RS19530	NC_005232.1	88430	89968	+	1539	14538
SGL_RS19535	NC_005232.1	89982	91103	+	1122	8316
SGL_RS01815	NC_005232.1	91096	92280	+	1185	16475
SGL_RS01820	NC_005232.1	92267	93343	-	1077	9184
SGL_RS01825	NC_005232.1	93820	94140	+	321	4655
SGL_RS01830	NC_005232.1	94281	94700	+	420	6325
SGL_RS01835	NC_005232.1	94722	97901	+	3180	34384
SGL_RS01840	NC_005232.1	97898	98596	+	699	8324
SGL_RS01845	NC_005232.1	98943	99497	+	555	12645
SGL_RS01850	NC_005232.1	99535	100551	+	1017	14221
SGL_RS01855	NC_005232.1	100603	101829	+	1227	27878
SGL_RS01860	NC_005232.1	102151	102672	+	522	4831
SGL_RS01865	NC_005232.1	102911	103720	+	810	15386
SGL_RS01870	NC_005232.1	103764	104327	-	564	5955
SGL_RS01365	NC_005232.1	105009	106259	+	1251	9256
SGL_RS01130	NC_005231.1	1920	2966	-	1047	7344
SGL_RS01135	NC_005231.1	2983	3621	-	639	4179
SGL_RS01140	NC_005231.1	3660	3839	-	180	1241
SGL_RS01145	NC_005231.1	3836	4372	-	537	2778
SGL_RS01150	NC_005231.1	4365	4655	-	291	1686
SGL_RS01155	NC_005231.1	4652	6046	-	1395	13656
SGL_RS01160	NC_005231.1	6043	6393	-	351	2448
SGL_RS01165	NC_005231.1	6377	6601	-	225	1266
SGL_RS01170	NC_005231.1	6652	8619	-	1968	10591
SGL_RS01180	NC_005231.1	8821	9195	-	375	1931
SGL_RS01185	NC_005231.1	9205	9621	-	417	2402
SGL_RS01190	NC_005231.1	9713	9940	+	228	1974
SGL_RS01195	NC_005231.1	9948	10373	+	426	3424
SGL_RS01200	NC_005231.1	10395	10994	+	600	3008
SGL_RS01205	NC_005231.1	10998	11867	+	870	7665
SGL_RS01215	NC_005231.1	12618	13181	-	564	3779
SGL_RS01220	NC_005231.1	13695	15104	-	1410	8680
SGL_RS01225	NC_005231.1	15590	16915	-	1326	9389
SGL_RS01230	NC_005231.1	17687	18409	-	723	4117
SGL_RS01235	NC_005231.1	18529	19311	+	783	4141
SGL_RS01240	NC_005231.1	19356	19691	+	336	2036
SGL_RS01245	NC_005231.1	19938	21278	+	1341	7827
SGL_RS01250	NC_005231.1	21810	22325	-	516	3580
SGL_RS01255	NC_005231.1	22461	22985	+	525	4325
SGL_RS01260	NC_005231.1	23434	23859	-	426	2902
SGL_RS01265	NC_005231.1	23856	24077	-	222	1372
SGL_RS01270	NC_005231.1	24295	24861	+	567	4338
SGL_RS01275	NC_005231.1	25147	27345	+	2199	15091
SGL_RS01280	NC_005231.1	27353	28012	-	660	3312
SGL_RS01285	NC_005231.1	28120	28461	-	342	2239
SGL_RS01290	NC_005231.1	28521	28823	-	303	1942
SGL_RS01295	NC_005231.1	29006	30040	-	1035	4672
SGL_RS01300	NC_005231.1	30084	30587	-	504	2689
SGL_RS19695	NC_005231.1	30954	31376	+	423	2410
SGL_RS19700	NC_005231.1	31402	31830	+	429	2656
SGL_RS19705	NC_005231.1	31993	32598	+	606	3638
SGL_RS01315	NC_005231.1	32698	36411	+	3714	19545
SGL_RS19310	NC_005231.1	36679	36978	-	300	1315
SGL_RS01320	NC_005231.1	37299	38048	-	750	6773
SGL_RS19395	NC_005231.1	38411	38557	+	147	973
SGL_RS18570	NC_005231.1	38568	39415	-	848	10342
SGL_RS01335	NC_005231.1	39500	40969	+	1470	7538
SGL_RS18575	NC_005231.1	41056	41903	+	848	10500
SGL_RS01355	NC_005231.1	42203	42913	-	711	3363
SGL_RS01360	NC_005231.1	42903	43241	-	339	2064
SGL_RS01125	NC_005231.1	43288	46257	-	2970	5582
SGL_RS00635	NC_005230.1	706	1287	-	582	7016
SGL_RS00640	NC_005230.1	1399	1827	-	429	1986
SGL_RS00645	NC_005230.1	1799	2032	-	234	836
SGL_RS00650	NC_005230.1	2399	2965	+	567	4095
SGL_RS00655	NC_005230.1	3041	3364	-	324	3419
SGL_RS00660	NC_005230.1	3367	3819	-	453	2981
SGL_RS00665	NC_005230.1	4241	5257	+	1017	14223
SGL_RS00670	NC_005230.1	5340	6284	-	945	5977
SGL_RS00675	NC_005230.1	6373	8517	+	2145	16949
SGL_RS00680	NC_005230.1	8531	11458	+	2928	23463
SGL_RS00685	NC_005230.1	11524	12513	+	990	7570
SGL_RS00690	NC_005230.1	12674	13438	+	765	5987
SGL_RS00695	NC_005230.1	13441	14229	+	789	6236
SGL_RS00700	NC_005230.1	14222	14794	+	573	4094
SGL_RS00705	NC_005230.1	14804	15781	+	978	4970
SGL_RS00710	NC_005230.1	15813	16097	+	285	1923
SGL_RS00715	NC_005230.1	20266	22182	+	1917	8838
SGL_RS00720	NC_005230.1	22328	24058	+	1731	18419
SGL_RS00725	NC_005230.1	24106	24495	+	390	3783
SGL_RS00730	NC_005230.1	24518	24886	+	369	3433
SGL_RS00735	NC_005230.1	24925	25509	-	585	2592
SGL_RS00740	NC_005230.1	25975	26195	-	221	1888
SGL_RS00745	NC_005230.1	26352	27608	-	1257	6743
SGL_RS00750	NC_005230.1	27605	28630	-	1026	4500
SGL_RS00755	NC_005230.1	28850	29353	-	504	3463
SGL_RS00760	NC_005230.1	29337	29639	-	303	1467
SGL_RS18535	NC_005230.1	29928	30142	-	215	651
SGL_RS00770	NC_005230.1	30352	30669	+	318	3363
SGL_RS00775	NC_005230.1	30699	31040	-	342	2187
SGL_RS00780	NC_005230.1	31037	31369	-	333	1247
SGL_RS19375	NC_005230.1	31422	31595	+	174	1168
SGL_RS19380	NC_005230.1	31641	31790	-	150	1218
SGL_RS00785	NC_005230.1	31822	32097	+	276	1692
SGL_RS00790	NC_005230.1	32289	32483	+	195	1151
SGL_RS00795	NC_005230.1	32647	35523	+	2877	11671
SGL_RS00800	NC_005230.1	35891	36178	-	288	888
SGL_RS00805	NC_005230.1	36189	36479	-	291	1150
SGL_RS00810	NC_005230.1	36597	36848	+	252	972
SGL_RS00815	NC_005230.1	36839	37201	+	363	1591
SGL_RS00820	NC_005230.1	37267	37521	-	255	1364
SGL_RS00825	NC_005230.1	37554	38138	-	585	2189
SGL_RS00830	NC_005230.1	38131	38712	-	582	1930
SGL_RS00845	NC_005230.1	40245	40514	-	270	936
SGL_RS00850	NC_005230.1	40637	41368	-	732	2832
SGL_RS00855	NC_005230.1	41419	41640	-	222	932
SGL_RS00860	NC_005230.1	41845	42492	+	648	2351
SGL_RS00865	NC_005230.1	43053	43646	-	594	1840
SGL_RS19385	NC_005230.1	44249	44419	-	171	514
SGL_RS00880	NC_005230.1	44777	45019	-	243	780
SGL_RS00885	NC_005230.1	45124	45630	+	507	2021
SGL_RS00890	NC_005230.1	45712	46086	-	375	1491
SGL_RS00900	NC_005230.1	47550	48242	+	693	5602
SGL_RS18545	NC_005230.1	48431	48733	+	303	1242
SGL_RS00905	NC_005230.1	48790	49434	+	645	4219
SGL_RS00910	NC_005230.1	49431	51197	+	1767	9154
SGL_RS00915	NC_005230.1	51537	52805	+	1269	7450
SGL_RS00920	NC_005230.1	52881	53996	-	1116	8698
SGL_RS00925	NC_005230.1	54005	56392	-	2388	15585
SGL_RS00930	NC_005230.1	56394	56954	-	561	3376
SGL_RS00935	NC_005230.1	56954	58522	-	1569	8809
SGL_RS00940	NC_005230.1	58527	60902	-	2376	17033
SGL_RS00945	NC_005230.1	60905	62581	-	1677	12141
SGL_RS00950	NC_005230.1	62908	64011	+	1104	4130
SGL_RS00955	NC_005230.1	64005	64319	-	315	1281
SGL_RS00960	NC_005230.1	64316	64651	-	336	2301
SGL_RS00965	NC_005230.1	64822	65832	+	1011	5011
SGL_RS00970	NC_005230.1	65842	66123	+	282	1585
SGL_RS00975	NC_005230.1	66223	66567	+	345	2484
SGL_RS00980	NC_005230.1	66610	66864	-	255	1922
SGL_RS00985	NC_005230.1	66936	67976	-	1041	4900
SGL_RS00990	NC_005230.1	72878	73459	-	582	3044
SGL_RS00995	NC_005230.1	73483	74928	-	1446	10442
SGL_RS01000	NC_005230.1	75157	76089	+	933	3958
SGL_RS01005	NC_005230.1	76204	77592	+	1389	7006
SGL_RS01010	NC_005230.1	77599	78591	+	993	5980
SGL_RS01015	NC_005230.1	78642	79775	+	1134	8728
SGL_RS01020	NC_005230.1	79821	80048	+	228	1587
SGL_RS01025	NC_005230.1	80203	81933	-	1731	15440
SGL_RS01030	NC_005230.1	82196	82591	-	396	2346
SGL_RS01035	NC_005230.1	82630	83409	-	780	4082
SGL_RS01040	NC_005230.1	83501	83881	+	381	3038
SGL_RS01045	NC_005230.1	83905	85017	-	1113	4688
SGL_RS01050	NC_005230.1	85199	88138	-	2940	16930
SGL_RS01055	NC_005230.1	88262	88630	+	369	2070
SGL_RS01060	NC_005230.1	88627	89616	+	990	6087
SGL_RS01065	NC_005230.1	89620	89898	+	279	2220
SGL_RS19390	NC_005230.1	93076	93216	+	141	1025
SGL_RS01070	NC_005230.1	93265	93654	+	390	1805
SGL_RS01075	NC_005230.1	93673	94188	+	516	3574
SGL_RS01080	NC_005230.1	94246	94611	+	366	1839
SGL_RS01085	NC_005230.1	94718	95344	+	627	4266
SGL_RS01090	NC_005230.1	95369	96241	+	873	5540
SGL_RS01095	NC_005230.1	96348	96938	+	591	4717
SGL_RS01100	NC_005230.1	97173	98522	+	1350	5426
SGL_RS01105	NC_005230.1	98500	99015	+	516	2111
SGL_RS01110	NC_005230.1	99125	100141	+	1017	5976
SGL_RS01115	NC_005230.1	100246	100707	-	462	3697
SGL_RS01120	NC_005230.1	100781	101628	+	848	9613
SGL_RS00625	NC_005230.1	101524	103392	-	1869	9638
SGL_RS01880	NC_000911.1	811	1494	+	684	4125
SGL_RS01885	NC_000911.1	1577	2098	+	522	2268
SGL_RS01890	NC_000911.1	2172	2873	-	702	4478
SGL_RS01895	NC_000911.1	3192	4268	-	1077	6119
SGL_RS01900	NC_000911.1	4451	5389	-	939	5195
SGL_RS01905	NC_000911.1	5534	6622	-	1089	5947
SGL_RS01910	NC_000911.1	7229	8311	+	1083	11098
SGL_RS19400	NC_000911.1	8301	8450	-	150	682
SGL_RS01915	NC_000911.1	8492	10471	+	1980	12614
SGL_RS01920	NC_000911.1	10622	12631	-	2010	12121
SGL_RS01925	NC_000911.1	12782	13363	+	582	4410
SGL_RS01930	NC_000911.1	13498	14529	+	1032	5013
SGL_RS01935	NC_000911.1	14626	15675	+	1050	4947
SGL_RS01940	NC_000911.1	15937	16743	+	807	3014
SGL_RS01945	NC_000911.1	16740	17687	+	948	5379
SGL_RS01950	NC_000911.1	17853	20393	-	2541	10688
SGL_RS01955	NC_000911.1	20615	21595	-	981	5101
SGL_RS01960	NC_000911.1	21838	23121	-	1284	11086
SGL_RS01965	NC_000911.1	23139	24104	-	966	10257
SGL_RS01970	NC_000911.1	24101	25003	-	903	11530
SGL_RS01975	NC_000911.1	25266	27839	-	2574	22439
SGL_RS01980	NC_000911.1	27990	29030	-	1041	11884
SGL_RS01985	NC_000911.1	29098	29895	-	798	7572
SGL_RS01990	NC_000911.1	29968	32454	-	2487	16172
SGL_RS01995	NC_000911.1	32524	32928	-	405	3023
SGL_RS02000	NC_000911.1	32912	33544	-	633	2988
SGL_RS02005	NC_000911.1	33891	35489	+	1599	7399
SGL_RS02010	NC_000911.1	35566	36615	+	1050	6420
SGL_RS02015	NC_000911.1	36757	38538	+	1782	8005
SGL_RS02020	NC_000911.1	38680	39636	+	957	7261
SGL_RS02025	NC_000911.1	39817	42363	+	2547	15814
SGL_RS02030	NC_000911.1	42567	43397	+	831	3947
SGL_RS02035	NC_000911.1	43511	44506	+	996	5469
SGL_RS02040	NC_000911.1	44511	44885	+	375	2139
SGL_RS02045	NC_000911.1	44948	46789	+	1842	10182
SGL_RS02050	NC_000911.1	47007	47942	-	936	9745
SGL_RS02055	NC_000911.1	48067	48408	-	342	3225
SGL_RS02060	NC_000911.1	48405	48635	-	231	2223
SGL_RS02065	NC_000911.1	48663	49868	-	1206	7223
SGL_RS02070	NC_000911.1	49893	50231	-	339	2677
SGL_RS02075	NC_000911.1	50246	51895	+	1650	8241
SGL_RS18635	NC_000911.1	52260	53108	-	849	9715
SGL_RS02085	NC_000911.1	53453	54097	-	645	5671
SGL_RS02090	NC_000911.1	54533	55657	+	1125	5343
SGL_RS02095	NC_000911.1	55669	56550	-	882	4415
SGL_RS02100	NC_000911.1	56556	57224	-	669	4208
SGL_RS02105	NC_000911.1	57340	58815	-	1476	7320
SGL_RS02110	NC_000911.1	59039	59650	-	612	3709
SGL_RS02115	NC_000911.1	59749	60423	+	675	3709
SGL_RS02120	NC_000911.1	60524	61522	+	999	5899
SGL_RS02125	NC_000911.1	61834	63591	+	1758	8622
SGL_RS02130	NC_000911.1	63633	64361	+	729	3601
SGL_RS02135	NC_000911.1	64393	64914	+	522	3535
SGL_RS02140	NC_000911.1	64987	65748	+	762	5363
SGL_RS02145	NC_000911.1	65827	67533	-	1707	9727
SGL_RS02150	NC_000911.1	67606	68361	+	756	5056
SGL_RS02155	NC_000911.1	68400	69059	-	660	3664
SGL_RS02160	NC_000911.1	69284	69985	+	702	3406
SGL_RS02165	NC_000911.1	70016	70393	-	378	3738
SGL_RS02170	NC_000911.1	70420	70935	-	516	6994
SGL_RS02175	NC_000911.1	70944	74042	-	3099	17408
SGL_RS02180	NC_000911.1	73978	74229	-	252	1112
SGL_RS02185	NC_000911.1	74498	74785	+	288	1859
SGL_RS02190	NC_000911.1	74995	75804	+	810	3026
SGL_RS02195	NC_000911.1	75955	76500	-	546	3056
SGL_RS02200	NC_000911.1	76580	77407	-	828	4326
SGL_RS02205	NC_000911.1	77494	77826	-	333	1808
SGL_RS02210	NC_000911.1	77980	78246	-	267	2427
SGL_RS02215	NC_000911.1	78206	78445	-	240	1945
