# Program:featureCounts v2.0.1; Command:"featureCounts" "--fracOverlap" "0.5" "-T" "64" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX13465628_cds.txt" "SRX13465628.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX13465628.bam
SGL_RS02850	NC_000911.1	209896	210546	-	651	7
SGL_RS02855	NC_000911.1	210781	211629	+	849	4
SGL_RS02860	NC_000911.1	211734	213068	+	1335	17
SGL_RS02865	NC_000911.1	213031	215037	-	2007	41
SGL_RS02870	NC_000911.1	215504	216229	-	726	6
SGL_RS02875	NC_000911.1	216264	218273	-	2010	47
SGL_RS02880	NC_000911.1	218407	218709	-	303	12
SGL_RS02885	NC_000911.1	218742	219077	-	336	12
SGL_RS02890	NC_000911.1	219206	219517	-	312	24
SGL_RS02895	NC_000911.1	219979	221463	-	1485	42
SGL_RS02900	NC_000911.1	221742	223067	+	1326	12
SGL_RS02905	NC_000911.1	223114	223596	+	483	3
SGL_RS02910	NC_000911.1	223742	224806	+	1065	9
SGL_RS02915	NC_000911.1	224897	226363	-	1467	9
SGL_RS19550	NC_000911.1	226928	227098	+	171	2
SGL_RS02920	NC_000911.1	227123	227899	+	777	3
SGL_RS02925	NC_000911.1	227943	228812	+	870	1
SGL_RS02930	NC_000911.1	228866	230566	+	1701	3
SGL_RS02935	NC_000911.1	230658	231839	-	1182	2
SGL_RS02940	NC_000911.1	232008	234038	+	2031	17
SGL_RS02945	NC_000911.1	234120	234308	+	189	0
SGL_RS02950	NC_000911.1	234305	234838	+	534	2
SGL_RS02955	NC_000911.1	234905	236356	-	1452	2
SGL_RS02960	NC_000911.1	236356	237438	-	1083	10
SGL_RS02965	NC_000911.1	237600	238325	+	726	14
SGL_RS02970	NC_000911.1	238344	238745	+	402	2
SGL_RS02975	NC_000911.1	238804	240198	-	1395	21
SGL_RS02980	NC_000911.1	240299	240829	-	531	46
SGL_RS02985	NC_000911.1	240863	242047	-	1185	57
SGL_RS02990	NC_000911.1	242399	243094	+	696	8
SGL_RS02995	NC_000911.1	243158	244144	+	987	0
SGL_RS03000	NC_000911.1	244160	244708	-	549	0
SGL_RS03005	NC_000911.1	244783	245394	-	612	5
SGL_RS03010	NC_000911.1	245502	247019	-	1518	21
SGL_RS03015	NC_000911.1	247117	247569	-	453	3
SGL_RS03020	NC_000911.1	247670	248713	+	1044	4
SGL_RS03025	NC_000911.1	249062	250117	+	1056	5
SGL_RS03030	NC_000911.1	250160	251641	+	1482	10
SGL_RS03035	NC_000911.1	251758	253116	-	1359	8
SGL_RS03040	NC_000911.1	253125	255629	-	2505	14
SGL_RS03045	NC_000911.1	255823	256359	-	537	2
SGL_RS03055	NC_000911.1	256647	257279	+	633	9
SGL_RS03060	NC_000911.1	257426	258175	+	750	5
SGL_RS03065	NC_000911.1	258227	259363	-	1137	17
SGL_RS03075	NC_000911.1	259702	260271	-	570	2
SGL_RS03080	NC_000911.1	260463	261638	+	1176	64
SGL_RS19410	NC_000911.1	261659	261802	-	144	2
SGL_RS03085	NC_000911.1	261863	262060	+	198	6
SGL_RS03090	NC_000911.1	262177	263265	+	1089	32
SGL_RS03095	NC_000911.1	263321	263965	+	645	31
SGL_RS03100	NC_000911.1	264190	264477	+	288	1
SGL_RS03105	NC_000911.1	264516	265295	-	780	12
SGL_RS03110	NC_000911.1	265414	265938	-	525	11
SGL_RS03115	NC_000911.1	265995	266600	+	606	10
SGL_RS03120	NC_000911.1	266702	268471	-	1770	71
SGL_RS03125	NC_000911.1	268789	269727	-	939	14
SGL_RS03130	NC_000911.1	269773	270435	-	663	12
SGL_RS03135	NC_000911.1	270476	271369	-	894	12
SGL_RS03145	NC_000911.1	271684	273357	+	1674	21
SGL_RS19755	NC_000911.1	273522	273761	-	240	0
SGL_RS03155	NC_000911.1	273802	274386	-	585	6
SGL_RS03160	NC_000911.1	274502	275680	-	1179	19
SGL_RS03165	NC_000911.1	275807	276193	-	387	3
SGL_RS03170	NC_000911.1	276429	278342	+	1914	41
SGL_RS03175	NC_000911.1	278494	279561	+	1068	2
SGL_RS03180	NC_000911.1	279512	280087	-	576	44
SGL_RS03185	NC_000911.1	280127	280951	-	825	19
SGL_RS03190	NC_000911.1	280970	281443	-	474	10
SGL_RS03195	NC_000911.1	281507	282223	-	717	14
SGL_RS19760	NC_000911.1	282290	282541	-	252	14
SGL_RS19765	NC_000911.1	282510	282821	-	312	28
SGL_RS03210	NC_000911.1	283060	284487	+	1428	13
SGL_RS03215	NC_000911.1	284508	285080	+	573	6
SGL_RS03220	NC_000911.1	285144	285938	-	795	31
SGL_RS03225	NC_000911.1	286164	287843	+	1680	940
SGL_RS03230	NC_000911.1	287929	289104	-	1176	1
SGL_RS03235	NC_000911.1	289322	290845	+	1524	23
SGL_RS03240	NC_000911.1	290902	291174	+	273	60
SGL_RS03245	NC_000911.1	291626	292708	+	1083	8
SGL_RS03250	NC_000911.1	292790	293485	-	696	3
SGL_RS19555	NC_000911.1	293496	293669	-	174	2
SGL_RS03255	NC_000911.1	293878	294963	-	1086	2
SGL_RS03260	NC_000911.1	295076	297343	+	2268	4
SGL_RS03265	NC_000911.1	297493	297888	-	396	96
SGL_RS03270	NC_000911.1	298083	298580	-	498	14
SGL_RS20110	NC_000911.1	298826	298957	-	132	34
SGL_RS03275	NC_000911.1	299522	300883	+	1362	6
SGL_RS03280	NC_000911.1	301110	302354	+	1245	60
SGL_RS03285	NC_000911.1	302367	302789	-	423	1
SGL_RS03290	NC_000911.1	302786	303190	-	405	1
SGL_RS03295	NC_000911.1	303424	303621	+	198	609
SGL_RS03300	NC_000911.1	303939	305546	+	1608	42
SGL_RS03305	NC_000911.1	305595	306824	+	1230	10
SGL_RS03310	NC_000911.1	306844	308076	+	1233	0
SGL_RS03315	NC_000911.1	308114	309412	-	1299	16
SGL_RS03320	NC_000911.1	309649	312171	+	2523	27
SGL_RS03325	NC_000911.1	312294	313715	+	1422	73
SGL_RS03330	NC_000911.1	313705	314199	-	495	4
SGL_RS03335	NC_000911.1	314255	315106	-	852	10
SGL_RS03340	NC_000911.1	315134	315784	-	651	4
SGL_RS03345	NC_000911.1	315882	316904	-	1023	3
SGL_RS03350	NC_000911.1	317127	317849	-	723	42
SGL_RS03355	NC_000911.1	317984	318571	+	588	1
SGL_RS03360	NC_000911.1	318661	318897	+	237	121
SGL_RS03365	NC_000911.1	319096	320529	+	1434	19
SGL_RS03375	NC_000911.1	320785	321447	-	663	0
SGL_RS03380	NC_000911.1	321699	323606	+	1908	76
SGL_RS03385	NC_000911.1	323805	324731	+	927	15
SGL_RS03390	NC_000911.1	324831	326006	+	1176	16
SGL_RS03395	NC_000911.1	326150	326944	+	795	9
SGL_RS03400	NC_000911.1	327100	327552	+	453	81
SGL_RS03405	NC_000911.1	327604	327981	-	378	0
SGL_RS03410	NC_000911.1	328006	329181	-	1176	3
SGL_RS03415	NC_000911.1	329222	329521	-	300	2
SGL_RS03420	NC_000911.1	329555	331060	-	1506	18
SGL_RS03425	NC_000911.1	331144	333027	+	1884	12
SGL_RS03430	NC_000911.1	333130	334485	+	1356	46
SGL_RS03435	NC_000911.1	334568	335623	-	1056	149
SGL_RS03440	NC_000911.1	335819	336295	-	477	39
SGL_RS03445	NC_000911.1	336313	336582	-	270	28
SGL_RS03450	NC_000911.1	336747	337760	-	1014	2
SGL_RS03455	NC_000911.1	337861	338331	-	471	2
SGL_RS03460	NC_000911.1	338503	339063	-	561	5
SGL_RS03465	NC_000911.1	339140	339625	-	486	97
SGL_RS03470	NC_000911.1	339737	340999	-	1263	60
SGL_RS03475	NC_000911.1	341135	342139	-	1005	3
SGL_RS03480	NC_000911.1	342151	342759	-	609	3
SGL_RS03485	NC_000911.1	343026	343559	+	534	18
SGL_RS03490	NC_000911.1	343863	344720	+	858	30
SGL_RS03495	NC_000911.1	344744	345298	-	555	2
SGL_RS03505	NC_000911.1	345536	347806	-	2271	150
SGL_RS19420	NC_000911.1	347980	348123	-	144	1
SGL_RS03515	NC_000911.1	348701	349429	+	729	16
SGL_RS03520	NC_000911.1	349468	350298	+	831	6
SGL_RS03525	NC_000911.1	350479	350916	+	438	21
SGL_RS03530	NC_000911.1	351036	351467	+	432	4
SGL_RS03535	NC_000911.1	351538	352101	+	564	17
SGL_RS03540	NC_000911.1	352263	353555	+	1293	13
SGL_RS03545	NC_000911.1	353552	354322	+	771	6
SGL_RS03550	NC_000911.1	354323	355405	+	1083	9
SGL_RS03555	NC_000911.1	355424	355993	+	570	2
SGL_RS03560	NC_000911.1	355990	357210	+	1221	15
SGL_RS03565	NC_000911.1	357245	357697	+	453	23
SGL_RS03570	NC_000911.1	357748	358608	+	861	40
SGL_RS03575	NC_000911.1	358760	359350	+	591	18
SGL_RS19770	NC_000911.1	359514	359663	+	150	1
SGL_RS03580	NC_000911.1	359668	359973	+	306	5
SGL_RS03585	NC_000911.1	360030	361166	+	1137	10
SGL_RS03590	NC_000911.1	361163	362188	+	1026	19
SGL_RS03595	NC_000911.1	362185	363420	+	1236	30
SGL_RS03600	NC_000911.1	363490	364218	+	729	5
SGL_RS03605	NC_000911.1	364421	364996	+	576	8
SGL_RS03610	NC_000911.1	365077	365283	+	207	4
SGL_RS03615	NC_000911.1	365274	365621	+	348	11
SGL_RS03620	NC_000911.1	365716	367785	+	2070	17
SGL_RS03625	NC_000911.1	367807	368910	+	1104	10
SGL_RS03630	NC_000911.1	369149	370219	+	1071	17
SGL_RS03635	NC_000911.1	370285	371490	+	1206	11
SGL_RS03640	NC_000911.1	371487	372509	+	1023	8
SGL_RS03645	NC_000911.1	372811	373167	+	357	4
SGL_RS03650	NC_000911.1	373231	373644	+	414	5
SGL_RS03655	NC_000911.1	373654	374511	+	858	2
SGL_RS03660	NC_000911.1	374646	375452	+	807	9
SGL_RS03665	NC_000911.1	375470	376432	+	963	5
SGL_RS03670	NC_000911.1	376485	377639	+	1155	3
SGL_RS03675	NC_000911.1	377719	378951	+	1233	10
SGL_RS18670	NC_000911.1	379065	379913	+	849	0
SGL_RS03685	NC_000911.1	380030	381175	+	1146	8
SGL_RS03690	NC_000911.1	381177	382337	+	1161	17
SGL_RS03695	NC_000911.1	382407	382646	+	240	9
SGL_RS03700	NC_000911.1	382643	382873	+	231	5
SGL_RS03705	NC_000911.1	382949	383266	+	318	3
SGL_RS18675	NC_000911.1	383300	383794	+	495	13
SGL_RS03715	NC_000911.1	383817	384053	+	237	1
SGL_RS03720	NC_000911.1	384050	384247	+	198	2
SGL_RS03725	NC_000911.1	384343	384975	+	633	7
SGL_RS03730	NC_000911.1	384980	385390	+	411	11
SGL_RS03735	NC_000911.1	385467	386012	+	546	10
SGL_RS03740	NC_000911.1	386177	386617	+	441	2
SGL_RS03745	NC_000911.1	386681	387955	+	1275	12
SGL_RS03750	NC_000911.1	388065	389201	+	1137	5
SGL_RS03755	NC_000911.1	389175	390353	-	1179	30
SGL_RS03760	NC_000911.1	390353	390634	-	282	26
SGL_RS03765	NC_000911.1	390905	391840	-	936	3
SGL_RS03770	NC_000911.1	391899	393104	-	1206	11
SGL_RS03775	NC_000911.1	393121	393849	-	729	51
SGL_RS03780	NC_000911.1	393996	396017	-	2022	20
SGL_RS03785	NC_000911.1	396057	396878	-	822	2
SGL_RS03790	NC_000911.1	397037	398143	+	1107	10
SGL_RS19170	NC_000911.1	398188	398361	+	174	15
SGL_RS03800	NC_000911.1	398441	399214	-	774	0
SGL_RS03805	NC_000911.1	399275	400600	-	1326	5
SGL_RS03810	NC_000911.1	400720	402048	-	1329	12
SGL_RS03815	NC_000911.1	402290	403432	+	1143	35
SGL_RS03820	NC_000911.1	403552	404427	+	876	20
SGL_RS03825	NC_000911.1	404545	410184	-	5640	12
SGL_RS03830	NC_000911.1	410315	414544	-	4230	6
SGL_RS20115	NC_000911.1	414577	414702	+	126	0
SGL_RS03840	NC_000911.1	414871	415404	+	534	5
SGL_RS03845	NC_000911.1	415562	416245	+	684	27
SGL_RS03850	NC_000911.1	416356	417165	+	810	14
SGL_RS03855	NC_000911.1	417201	418541	+	1341	4
SGL_RS19775	NC_000911.1	418704	419126	+	423	9
SGL_RS03865	NC_000911.1	419161	420264	+	1104	9
SGL_RS03870	NC_000911.1	420502	421731	+	1230	14
SGL_RS18680	NC_000911.1	421765	422343	-	579	2
SGL_RS19780	NC_000911.1	422253	422612	-	360	4
SGL_RS03885	NC_000911.1	422772	423479	-	708	9
SGL_RS03890	NC_000911.1	423490	424566	-	1077	27
SGL_RS03895	NC_000911.1	424694	425464	-	771	10
SGL_RS03900	NC_000911.1	425468	427738	-	2271	23
SGL_RS03905	NC_000911.1	427777	428544	-	768	8
SGL_RS03910	NC_000911.1	428619	429614	-	996	0
SGL_RS03915	NC_000911.1	429810	430169	+	360	6
SGL_RS03920	NC_000911.1	430424	431044	-	621	11
SGL_RS03925	NC_000911.1	431350	432795	+	1446	5
SGL_RS03930	NC_000911.1	432779	434308	-	1530	2
SGL_RS03935	NC_000911.1	434320	436158	-	1839	8
SGL_RS03940	NC_000911.1	436234	437265	+	1032	3
SGL_RS03945	NC_000911.1	437705	437908	+	204	12
SGL_RS03950	NC_000911.1	437922	439118	+	1197	31
SGL_RS03955	NC_000911.1	439184	440437	-	1254	27
SGL_RS03960	NC_000911.1	440610	441986	-	1377	7
SGL_RS03965	NC_000911.1	442164	443933	+	1770	27
SGL_RS03970	NC_000911.1	443913	444944	-	1032	5
SGL_RS03975	NC_000911.1	445061	445924	-	864	16
SGL_RS03985	NC_000911.1	446230	446751	+	522	9
SGL_RS03990	NC_000911.1	446807	447694	+	888	17
SGL_RS03995	NC_000911.1	447831	448979	+	1149	0
SGL_RS04000	NC_000911.1	449088	450041	+	954	1
SGL_RS04005	NC_000911.1	450740	451651	+	912	57
SGL_RS04010	NC_000911.1	451735	452922	+	1188	56
SGL_RS04015	NC_000911.1	453214	454446	+	1233	11
SGL_RS04020	NC_000911.1	454712	456793	-	2082	5
SGL_RS04025	NC_000911.1	456975	458297	+	1323	2
SGL_RS04030	NC_000911.1	458408	458857	-	450	536
SGL_RS04035	NC_000911.1	459200	460096	+	897	2
SGL_RS04040	NC_000911.1	460250	460690	-	441	175
SGL_RS04045	NC_000911.1	460692	460895	+	204	0
SGL_RS04050	NC_000911.1	460956	461960	-	1005	62
SGL_RS04055	NC_000911.1	462147	462554	-	408	15
SGL_RS04060	NC_000911.1	462809	463678	+	870	6
SGL_RS04065	NC_000911.1	463690	464307	-	618	0
SGL_RS04070	NC_000911.1	464437	465177	-	741	0
SGL_RS04075	NC_000911.1	465232	465561	-	330	0
SGL_RS19425	NC_000911.1	465560	465718	+	159	1
SGL_RS04080	NC_000911.1	465750	466493	+	744	8
SGL_RS04085	NC_000911.1	466588	467037	+	450	7
SGL_RS04090	NC_000911.1	467201	467296	+	96	24
SGL_RS04095	NC_000911.1	467436	467813	+	378	5
SGL_RS04100	NC_000911.1	467836	468666	-	831	2
SGL_RS04105	NC_000911.1	469001	469531	-	531	9
SGL_RS04110	NC_000911.1	469592	470914	+	1323	43
SGL_RS04115	NC_000911.1	471080	472930	+	1851	578
SGL_RS04120	NC_000911.1	473139	473675	+	537	0
SGL_RS04125	NC_000911.1	473953	474204	-	252	0
SGL_RS04130	NC_000911.1	474205	474432	-	228	1
SGL_RS04135	NC_000911.1	474511	474792	-	282	0
SGL_RS04140	NC_000911.1	474789	475007	-	219	1
SGL_RS04145	NC_000911.1	475110	475445	-	336	0
SGL_RS04150	NC_000911.1	475435	475743	-	309	5
SGL_RS04155	NC_000911.1	475873	477399	-	1527	21
SGL_RS04160	NC_000911.1	477668	482320	-	4653	135
SGL_RS18685	NC_000911.1	482542	483199	+	658	5
SGL_RS04175	NC_000911.1	483326	484564	+	1239	23
SGL_RS04180	NC_000911.1	484799	486247	-	1449	6
SGL_RS04185	NC_000911.1	486244	487353	-	1110	2
SGL_RS04190	NC_000911.1	487467	489377	+	1911	12
