# Program:featureCounts v2.0.1; Command:"featureCounts" "--fracOverlap" "0.5" "-T" "8" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX2492749_cds.txt" "SRX2492749.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX2492749.bam
SGL_RS00430	NC_005229.1	90973	91218	+	246	2
SGL_RS00435	NC_005229.1	91355	92692	+	1338	34
SGL_RS00440	NC_005229.1	92805	93236	-	432	62
SGL_RS00445	NC_005229.1	93233	93520	-	288	58
SGL_RS00450	NC_005229.1	93656	93865	-	210	15
SGL_RS00455	NC_005229.1	93862	94866	-	1005	89
SGL_RS18510	NC_005229.1	95256	95549	-	294	13
SGL_RS00465	NC_005229.1	95697	95903	-	207	4
SGL_RS00470	NC_005229.1	96124	96561	+	438	112
SGL_RS00475	NC_005229.1	96554	97156	+	603	54
SGL_RS00480	NC_005229.1	97277	97492	+	216	2
SGL_RS00485	NC_005229.1	97790	98212	-	423	40
SGL_RS00490	NC_005229.1	98614	99219	+	606	6
SGL_RS00495	NC_005229.1	99216	99449	+	234	6
SGL_RS00500	NC_005229.1	99565	99981	-	417	18
SGL_RS19305	NC_005229.1	100364	100759	-	396	16
SGL_RS19685	NC_005229.1	100707	100868	-	162	3
SGL_RS00510	NC_005229.1	100798	102288	-	1491	33
SGL_RS00515	NC_005229.1	102801	103151	+	351	931
SGL_RS00520	NC_005229.1	103187	103417	-	231	3
SGL_RS00525	NC_005229.1	103661	104083	+	423	183
SGL_RS00530	NC_005229.1	104141	105274	+	1134	27
SGL_RS00535	NC_005229.1	105753	106043	-	291	236
SGL_RS00540	NC_005229.1	106087	106371	-	285	56
SGL_RS00545	NC_005229.1	106537	106950	+	414	74
SGL_RS00550	NC_005229.1	107105	107527	+	423	36
SGL_RS00555	NC_005229.1	107531	107746	+	216	16
SGL_RS00560	NC_005229.1	107767	108585	+	819	576
SGL_RS00565	NC_005229.1	108733	109503	+	771	3096
SGL_RS00570	NC_005229.1	110068	110283	+	216	12
SGL_RS00575	NC_005229.1	110524	111786	-	1263	14
SGL_RS00580	NC_005229.1	111783	112217	-	435	28
SGL_RS00585	NC_005229.1	112352	113182	+	831	801
SGL_RS00590	NC_005229.1	113239	113463	-	225	0
SGL_RS00595	NC_005229.1	113953	114423	+	471	58
SGL_RS00600	NC_005229.1	114514	115284	+	771	30
SGL_RS00605	NC_005229.1	115503	116540	-	1038	112
SGL_RS00610	NC_005229.1	116636	116830	-	195	1
SGL_RS00615	NC_005229.1	116886	117293	-	408	9
SGL_RS00620	NC_005229.1	117345	118361	-	1017	6
SGL_RS00005	NC_005229.1	118399	119922	-	1524	16
SGL_RS01370	NC_005232.1	243	3053	+	2811	1808
SGL_RS20090	NC_005232.1	3099	3233	-	135	1
SGL_RS01375	NC_005232.1	3505	3753	+	249	0
SGL_RS19720	NC_005232.1	3853	4080	+	228	1
SGL_RS19725	NC_005232.1	4050	4406	+	357	7
SGL_RS01390	NC_005232.1	4346	5251	+	906	10
SGL_RS01395	NC_005232.1	5251	6279	+	1029	20
SGL_RS01400	NC_005232.1	6397	7470	+	1074	13
SGL_RS01405	NC_005232.1	7565	8596	+	1032	9
SGL_RS01410	NC_005232.1	8529	9449	+	921	20
SGL_RS01415	NC_005232.1	9520	10167	-	648	70
SGL_RS01420	NC_005232.1	10224	10895	+	672	19
SGL_RS01425	NC_005232.1	11348	13507	+	2160	514
SGL_RS01430	NC_005232.1	13483	15039	+	1557	115
SGL_RS01435	NC_005232.1	15036	16439	+	1404	166
SGL_RS01440	NC_005232.1	16436	18091	+	1656	177
SGL_RS01445	NC_005232.1	18098	20500	+	2403	213
SGL_RS01450	NC_005232.1	20559	21329	-	771	493
SGL_RS01455	NC_005232.1	21554	21769	-	216	0
SGL_RS01465	NC_005232.1	22487	22951	+	465	4
SGL_RS01470	NC_005232.1	23270	23833	+	564	21
SGL_RS01475	NC_005232.1	23898	24110	-	213	17
SGL_RS01480	NC_005232.1	24263	24442	+	180	2
SGL_RS20095	NC_005232.1	24442	24573	+	132	3
SGL_RS01485	NC_005232.1	24638	25147	+	510	1
SGL_RS01490	NC_005232.1	25216	25473	+	258	2
SGL_RS01495	NC_005232.1	25538	25729	+	192	1
SGL_RS19315	NC_005232.1	25832	26032	+	201	4
SGL_RS01500	NC_005232.1	26096	26653	+	558	8
SGL_RS01505	NC_005232.1	26745	27242	+	498	9
SGL_RS01515	NC_005232.1	27957	31322	+	3366	70
SGL_RS19730	NC_005232.1	31354	31461	+	108	1
SGL_RS19320	NC_005232.1	31409	31801	+	393	24
SGL_RS01525	NC_005232.1	32129	32545	+	417	13
SGL_RS01530	NC_005232.1	32660	32893	-	234	8
SGL_RS01535	NC_005232.1	32890	33495	-	606	26
SGL_RS01540	NC_005232.1	33889	34311	+	423	31
SGL_RS18595	NC_005232.1	34375	34668	+	294	5
SGL_RS01545	NC_005232.1	34784	35374	+	591	1391
SGL_RS01550	NC_005232.1	35381	36079	+	699	459
SGL_RS01555	NC_005232.1	36066	37418	+	1353	75
SGL_RS01560	NC_005232.1	37542	39119	+	1578	26
SGL_RS01565	NC_005232.1	39171	42311	+	3141	49
SGL_RS01570	NC_005232.1	42326	42805	+	480	16
SGL_RS01575	NC_005232.1	43066	43374	+	309	4
SGL_RS01580	NC_005232.1	43486	43689	+	204	50
SGL_RS01585	NC_005232.1	43696	47151	+	3456	395
SGL_RS01590	NC_005232.1	47182	47409	+	228	139
SGL_RS01595	NC_005232.1	47402	47815	+	414	206
SGL_RS01600	NC_005232.1	47827	51129	+	3303	517
SGL_RS01605	NC_005232.1	51133	51513	+	381	23
SGL_RS19735	NC_005232.1	51619	51873	-	255	5
SGL_RS01610	NC_005232.1	51986	53401	-	1416	135
SGL_RS01615	NC_005232.1	53398	53778	-	381	61
SGL_RS01620	NC_005232.1	53782	54240	-	459	77
SGL_RS01625	NC_005232.1	54343	54702	+	360	9
SGL_RS01630	NC_005232.1	54708	55295	+	588	44
SGL_RS01635	NC_005232.1	55646	56236	+	591	35
SGL_RS01640	NC_005232.1	56265	56831	-	567	71
SGL_RS01645	NC_005232.1	57133	57666	-	534	63
SGL_RS01650	NC_005232.1	58222	58470	+	249	1
SGL_RS01655	NC_005232.1	58570	59124	+	555	12
SGL_RS01660	NC_005232.1	59064	59969	+	906	10
SGL_RS01665	NC_005232.1	59969	60997	+	1029	13
SGL_RS01670	NC_005232.1	61115	62188	+	1074	14
SGL_RS01675	NC_005232.1	62283	63314	+	1032	10
SGL_RS01680	NC_005232.1	63247	64167	+	921	15
SGL_RS01685	NC_005232.1	64238	64885	-	648	73
SGL_RS01690	NC_005232.1	64942	65613	+	672	12
SGL_RS01695	NC_005232.1	66066	68225	+	2160	576
SGL_RS01700	NC_005232.1	68201	69757	+	1557	154
SGL_RS01705	NC_005232.1	69754	71157	+	1404	147
SGL_RS01710	NC_005232.1	71154	72809	+	1656	155
SGL_RS01715	NC_005232.1	72816	75218	+	2403	195
SGL_RS01720	NC_005232.1	75277	76047	-	771	489
SGL_RS01725	NC_005232.1	76272	76487	-	216	1
SGL_RS01735	NC_005232.1	77205	77669	+	465	2
SGL_RS01740	NC_005232.1	77988	78551	+	564	31
SGL_RS01745	NC_005232.1	78616	78828	-	213	22
SGL_RS01750	NC_005232.1	78981	79160	+	180	3
SGL_RS20100	NC_005232.1	79160	79291	+	132	3
SGL_RS01755	NC_005232.1	79356	79865	+	510	0
SGL_RS01760	NC_005232.1	79934	80191	+	258	4
SGL_RS01765	NC_005232.1	80256	80447	+	192	4
SGL_RS19325	NC_005232.1	80550	80750	+	201	3
SGL_RS01770	NC_005232.1	80814	81371	+	558	16
SGL_RS01775	NC_005232.1	81463	81960	+	498	8
SGL_RS01785	NC_005232.1	82861	86385	+	3525	118
SGL_RS19740	NC_005232.1	86417	86521	+	105	0
SGL_RS19330	NC_005232.1	86472	86870	+	399	16
SGL_RS01795	NC_005232.1	87011	87265	-	255	5
SGL_RS01800	NC_005232.1	87258	87854	-	597	13
SGL_RS18620	NC_005232.1	88094	88417	+	324	9
SGL_RS19530	NC_005232.1	88430	89968	+	1539	30
SGL_RS19535	NC_005232.1	89982	91103	+	1122	2
SGL_RS01815	NC_005232.1	91096	92280	+	1185	98
SGL_RS01820	NC_005232.1	92267	93343	-	1077	82
SGL_RS01825	NC_005232.1	93820	94140	+	321	27325
SGL_RS01830	NC_005232.1	94281	94700	+	420	176
SGL_RS01835	NC_005232.1	94722	97901	+	3180	517
SGL_RS01840	NC_005232.1	97898	98596	+	699	63
SGL_RS01845	NC_005232.1	98943	99497	+	555	95
SGL_RS01850	NC_005232.1	99535	100551	+	1017	4
SGL_RS01855	NC_005232.1	100603	101829	+	1227	2
SGL_RS01860	NC_005232.1	102151	102672	+	522	32
SGL_RS01865	NC_005232.1	102911	103720	+	810	37
SGL_RS01870	NC_005232.1	103764	104327	-	564	91
SGL_RS01365	NC_005232.1	105009	106259	+	1251	533
SGL_RS01130	NC_005231.1	1920	2966	-	1047	910
SGL_RS01135	NC_005231.1	2983	3621	-	639	273
SGL_RS01140	NC_005231.1	3660	3839	-	180	89
SGL_RS01145	NC_005231.1	3836	4372	-	537	140
SGL_RS01150	NC_005231.1	4365	4655	-	291	212
SGL_RS01155	NC_005231.1	4652	6046	-	1395	952
SGL_RS01160	NC_005231.1	6043	6393	-	351	835
SGL_RS01165	NC_005231.1	6377	6601	-	225	367
SGL_RS01170	NC_005231.1	6652	8619	-	1968	199
SGL_RS01180	NC_005231.1	8821	9195	-	375	108
SGL_RS01185	NC_005231.1	9205	9621	-	417	225
SGL_RS01190	NC_005231.1	9713	9940	+	228	98
SGL_RS01195	NC_005231.1	9948	10373	+	426	68
SGL_RS01200	NC_005231.1	10395	10994	+	600	58
SGL_RS01205	NC_005231.1	10998	11867	+	870	73
SGL_RS01215	NC_005231.1	12618	13181	-	564	150
SGL_RS01220	NC_005231.1	13695	15104	-	1410	151
SGL_RS01225	NC_005231.1	15590	16915	-	1326	37
SGL_RS01230	NC_005231.1	17687	18409	-	723	28
SGL_RS01235	NC_005231.1	18529	19311	+	783	190
SGL_RS01240	NC_005231.1	19356	19691	+	336	74
SGL_RS01245	NC_005231.1	19938	21278	+	1341	287
SGL_RS01250	NC_005231.1	21810	22325	-	516	0
SGL_RS01255	NC_005231.1	22461	22985	+	525	55
SGL_RS01260	NC_005231.1	23434	23859	-	426	155
SGL_RS01265	NC_005231.1	23856	24077	-	222	64
SGL_RS01270	NC_005231.1	24295	24861	+	567	51
SGL_RS01275	NC_005231.1	25147	27345	+	2199	457
SGL_RS01280	NC_005231.1	27353	28012	-	660	20
SGL_RS01285	NC_005231.1	28120	28461	-	342	11
SGL_RS01290	NC_005231.1	28521	28823	-	303	5
SGL_RS01295	NC_005231.1	29006	30040	-	1035	52
SGL_RS01300	NC_005231.1	30084	30587	-	504	23
SGL_RS19695	NC_005231.1	30954	31376	+	423	697
SGL_RS19700	NC_005231.1	31402	31830	+	429	79
SGL_RS19705	NC_005231.1	31993	32598	+	606	84
SGL_RS01315	NC_005231.1	32698	36411	+	3714	1356
SGL_RS19310	NC_005231.1	36679	36978	-	300	45
SGL_RS01320	NC_005231.1	37299	38048	-	750	23
SGL_RS19395	NC_005231.1	38411	38557	+	147	6
SGL_RS18570	NC_005231.1	38568	39415	-	848	32
SGL_RS01335	NC_005231.1	39500	40969	+	1470	35
SGL_RS18575	NC_005231.1	41056	41903	+	848	3
SGL_RS01355	NC_005231.1	42203	42913	-	711	33
SGL_RS01360	NC_005231.1	42903	43241	-	339	23
SGL_RS01125	NC_005231.1	43288	46257	-	2970	341
SGL_RS00635	NC_005230.1	706	1287	-	582	18
SGL_RS00640	NC_005230.1	1399	1827	-	429	364
SGL_RS00645	NC_005230.1	1799	2032	-	234	258
SGL_RS00650	NC_005230.1	2399	2965	+	567	43
SGL_RS00655	NC_005230.1	3041	3364	-	324	41
SGL_RS00660	NC_005230.1	3367	3819	-	453	281
SGL_RS00665	NC_005230.1	4241	5257	+	1017	5
SGL_RS00670	NC_005230.1	5340	6284	-	945	11
SGL_RS00675	NC_005230.1	6373	8517	+	2145	71
SGL_RS00680	NC_005230.1	8531	11458	+	2928	338
SGL_RS00685	NC_005230.1	11524	12513	+	990	85
SGL_RS00690	NC_005230.1	12674	13438	+	765	19
SGL_RS00695	NC_005230.1	13441	14229	+	789	8
SGL_RS00700	NC_005230.1	14222	14794	+	573	4
SGL_RS00705	NC_005230.1	14804	15781	+	978	21
SGL_RS00710	NC_005230.1	15813	16097	+	285	0
SGL_RS00715	NC_005230.1	20266	22182	+	1917	64
SGL_RS00720	NC_005230.1	22328	24058	+	1731	709
SGL_RS00725	NC_005230.1	24106	24495	+	390	79
SGL_RS00730	NC_005230.1	24518	24886	+	369	27
SGL_RS00735	NC_005230.1	24925	25509	-	585	0
SGL_RS00740	NC_005230.1	25975	26195	-	221	23
SGL_RS00745	NC_005230.1	26352	27608	-	1257	79
SGL_RS00750	NC_005230.1	27605	28630	-	1026	18
SGL_RS00755	NC_005230.1	28850	29353	-	504	12
SGL_RS00760	NC_005230.1	29337	29639	-	303	26
SGL_RS18535	NC_005230.1	29928	30142	-	215	62
SGL_RS00770	NC_005230.1	30352	30669	+	318	8
SGL_RS00775	NC_005230.1	30699	31040	-	342	47
SGL_RS00780	NC_005230.1	31037	31369	-	333	137
SGL_RS19375	NC_005230.1	31422	31595	+	174	0
SGL_RS19380	NC_005230.1	31641	31790	-	150	1
SGL_RS00785	NC_005230.1	31822	32097	+	276	0
SGL_RS00790	NC_005230.1	32289	32483	+	195	130
SGL_RS00795	NC_005230.1	32647	35523	+	2877	67
SGL_RS00800	NC_005230.1	35891	36178	-	288	61
SGL_RS00805	NC_005230.1	36189	36479	-	291	78
SGL_RS00810	NC_005230.1	36597	36848	+	252	55
SGL_RS00815	NC_005230.1	36839	37201	+	363	82
SGL_RS00820	NC_005230.1	37267	37521	-	255	9
SGL_RS00825	NC_005230.1	37554	38138	-	585	22
SGL_RS00830	NC_005230.1	38131	38712	-	582	88
SGL_RS00845	NC_005230.1	40245	40514	-	270	44
SGL_RS00850	NC_005230.1	40637	41368	-	732	867
SGL_RS00855	NC_005230.1	41419	41640	-	222	6
SGL_RS00860	NC_005230.1	41845	42492	+	648	8
SGL_RS00865	NC_005230.1	43053	43646	-	594	31
SGL_RS19385	NC_005230.1	44249	44419	-	171	23
SGL_RS00880	NC_005230.1	44777	45019	-	243	6
SGL_RS00885	NC_005230.1	45124	45630	+	507	40
SGL_RS00890	NC_005230.1	45712	46086	-	375	2
SGL_RS00900	NC_005230.1	47550	48242	+	693	401
SGL_RS18545	NC_005230.1	48431	48733	+	303	226
SGL_RS00905	NC_005230.1	48790	49434	+	645	306
SGL_RS00910	NC_005230.1	49431	51197	+	1767	423
SGL_RS00915	NC_005230.1	51537	52805	+	1269	170
SGL_RS00920	NC_005230.1	52881	53996	-	1116	131
SGL_RS00925	NC_005230.1	54005	56392	-	2388	621
SGL_RS00930	NC_005230.1	56394	56954	-	561	162
SGL_RS00935	NC_005230.1	56954	58522	-	1569	218
SGL_RS00940	NC_005230.1	58527	60902	-	2376	317
SGL_RS00945	NC_005230.1	60905	62581	-	1677	91
SGL_RS00950	NC_005230.1	62908	64011	+	1104	47
SGL_RS00955	NC_005230.1	64005	64319	-	315	14
SGL_RS00960	NC_005230.1	64316	64651	-	336	12
SGL_RS00965	NC_005230.1	64822	65832	+	1011	46
SGL_RS00970	NC_005230.1	65842	66123	+	282	17
SGL_RS00975	NC_005230.1	66223	66567	+	345	1626
SGL_RS00980	NC_005230.1	66610	66864	-	255	186
SGL_RS00985	NC_005230.1	66936	67976	-	1041	182
SGL_RS00990	NC_005230.1	72878	73459	-	582	15
SGL_RS00995	NC_005230.1	73483	74928	-	1446	57
SGL_RS01000	NC_005230.1	75157	76089	+	933	107
SGL_RS01005	NC_005230.1	76204	77592	+	1389	111
SGL_RS01010	NC_005230.1	77599	78591	+	993	19
SGL_RS01015	NC_005230.1	78642	79775	+	1134	21
SGL_RS01020	NC_005230.1	79821	80048	+	228	3
SGL_RS01025	NC_005230.1	80203	81933	-	1731	269
SGL_RS01030	NC_005230.1	82196	82591	-	396	67
SGL_RS01035	NC_005230.1	82630	83409	-	780	158
SGL_RS01040	NC_005230.1	83501	83881	+	381	27
SGL_RS01045	NC_005230.1	83905	85017	-	1113	209
SGL_RS01050	NC_005230.1	85199	88138	-	2940	235
SGL_RS01055	NC_005230.1	88262	88630	+	369	2
SGL_RS01060	NC_005230.1	88627	89616	+	990	4
SGL_RS01065	NC_005230.1	89620	89898	+	279	6
SGL_RS19390	NC_005230.1	93076	93216	+	141	40
SGL_RS01070	NC_005230.1	93265	93654	+	390	373
SGL_RS01075	NC_005230.1	93673	94188	+	516	151
SGL_RS01080	NC_005230.1	94246	94611	+	366	43
SGL_RS01085	NC_005230.1	94718	95344	+	627	43
SGL_RS01090	NC_005230.1	95369	96241	+	873	21
SGL_RS01095	NC_005230.1	96348	96938	+	591	9
SGL_RS01100	NC_005230.1	97173	98522	+	1350	101
SGL_RS01105	NC_005230.1	98500	99015	+	516	90
SGL_RS01110	NC_005230.1	99125	100141	+	1017	36
SGL_RS01115	NC_005230.1	100246	100707	-	462	1
SGL_RS01120	NC_005230.1	100781	101628	+	848	6
SGL_RS00625	NC_005230.1	101524	103392	-	1869	18
SGL_RS01880	NC_000911.1	811	1494	+	684	88
SGL_RS01885	NC_000911.1	1577	2098	+	522	339
SGL_RS01890	NC_000911.1	2172	2873	-	702	214
SGL_RS01895	NC_000911.1	3192	4268	-	1077	2618
SGL_RS01900	NC_000911.1	4451	5389	-	939	285
SGL_RS01905	NC_000911.1	5534	6622	-	1089	88
SGL_RS01910	NC_000911.1	7229	8311	+	1083	240312
SGL_RS19400	NC_000911.1	8301	8450	-	150	1
SGL_RS01915	NC_000911.1	8492	10471	+	1980	723
SGL_RS01920	NC_000911.1	10622	12631	-	2010	76
SGL_RS01925	NC_000911.1	12782	13363	+	582	322
SGL_RS01930	NC_000911.1	13498	14529	+	1032	160
SGL_RS01935	NC_000911.1	14626	15675	+	1050	344
SGL_RS01940	NC_000911.1	15937	16743	+	807	267
SGL_RS01945	NC_000911.1	16740	17687	+	948	323
SGL_RS01950	NC_000911.1	17853	20393	-	2541	147
SGL_RS01955	NC_000911.1	20615	21595	-	981	75
SGL_RS01960	NC_000911.1	21838	23121	-	1284	0
SGL_RS01965	NC_000911.1	23139	24104	-	966	12
SGL_RS01970	NC_000911.1	24101	25003	-	903	17
SGL_RS01975	NC_000911.1	25266	27839	-	2574	38
SGL_RS01980	NC_000911.1	27990	29030	-	1041	34
SGL_RS01985	NC_000911.1	29098	29895	-	798	40
SGL_RS01990	NC_000911.1	29968	32454	-	2487	1989
SGL_RS01995	NC_000911.1	32524	32928	-	405	698
SGL_RS02000	NC_000911.1	32912	33544	-	633	1391
SGL_RS02005	NC_000911.1	33891	35489	+	1599	2598
SGL_RS02010	NC_000911.1	35566	36615	+	1050	743
SGL_RS02015	NC_000911.1	36757	38538	+	1782	2372
SGL_RS02020	NC_000911.1	38680	39636	+	957	58
SGL_RS02025	NC_000911.1	39817	42363	+	2547	91
SGL_RS02030	NC_000911.1	42567	43397	+	831	12
SGL_RS02035	NC_000911.1	43511	44506	+	996	29
SGL_RS02040	NC_000911.1	44511	44885	+	375	10
SGL_RS02045	NC_000911.1	44948	46789	+	1842	92
SGL_RS02050	NC_000911.1	47007	47942	-	936	146
SGL_RS02055	NC_000911.1	48067	48408	-	342	50
SGL_RS02060	NC_000911.1	48405	48635	-	231	95
SGL_RS02065	NC_000911.1	48663	49868	-	1206	133
SGL_RS02070	NC_000911.1	49893	50231	-	339	58
SGL_RS02075	NC_000911.1	50246	51895	+	1650	452
SGL_RS18635	NC_000911.1	52260	53108	-	849	39
SGL_RS02085	NC_000911.1	53453	54097	-	645	400
SGL_RS02090	NC_000911.1	54533	55657	+	1125	238
SGL_RS02095	NC_000911.1	55669	56550	-	882	237
SGL_RS02100	NC_000911.1	56556	57224	-	669	437
SGL_RS02105	NC_000911.1	57340	58815	-	1476	1111
SGL_RS02110	NC_000911.1	59039	59650	-	612	74
SGL_RS02115	NC_000911.1	59749	60423	+	675	163
SGL_RS02120	NC_000911.1	60524	61522	+	999	916
SGL_RS02125	NC_000911.1	61834	63591	+	1758	5337
SGL_RS02130	NC_000911.1	63633	64361	+	729	690
SGL_RS02135	NC_000911.1	64393	64914	+	522	263
SGL_RS02140	NC_000911.1	64987	65748	+	762	193
SGL_RS02145	NC_000911.1	65827	67533	-	1707	274
SGL_RS02150	NC_000911.1	67606	68361	+	756	18
SGL_RS02155	NC_000911.1	68400	69059	-	660	137
SGL_RS02160	NC_000911.1	69284	69985	+	702	1972
SGL_RS02165	NC_000911.1	70016	70393	-	378	107
SGL_RS02170	NC_000911.1	70420	70935	-	516	160
SGL_RS02175	NC_000911.1	70944	74042	-	3099	3711
SGL_RS02180	NC_000911.1	73978	74229	-	252	202
SGL_RS02185	NC_000911.1	74498	74785	+	288	151
SGL_RS02190	NC_000911.1	74995	75804	+	810	388
SGL_RS02195	NC_000911.1	75955	76500	-	546	69
SGL_RS02200	NC_000911.1	76580	77407	-	828	243
SGL_RS02205	NC_000911.1	77494	77826	-	333	483
SGL_RS02210	NC_000911.1	77980	78246	-	267	22
SGL_RS02215	NC_000911.1	78206	78445	-	240	11
SGL_RS02220	NC_000911.1	78467	80800	-	2334	132
SGL_RS02225	NC_000911.1	80938	81690	+	753	158
SGL_RS02230	NC_000911.1	81696	82259	-	564	208
SGL_RS02235	NC_000911.1	82291	83853	-	1563	1308
SGL_RS02240	NC_000911.1	84122	84697	+	576	64
SGL_RS02245	NC_000911.1	84776	86107	+	1332	68
SGL_RS02250	NC_000911.1	86159	87418	+	1260	24
SGL_RS02255	NC_000911.1	87536	87910	-	375	6
SGL_RS02260	NC_000911.1	88017	88661	-	645	25
SGL_RS02265	NC_000911.1	88818	90506	-	1689	643
SGL_RS02270	NC_000911.1	90737	91411	+	675	4904
SGL_RS02275	NC_000911.1	91517	92482	+	966	4606
SGL_RS02280	NC_000911.1	93128	95152	+	2025	2365
SGL_RS02285	NC_000911.1	95236	95808	+	573	191
