Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
DRX181671	DRR191216	2021-09-12 12:26:59	2021-09-12 12:24:19	5965307	1193061400	5965307	200	718		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/191/DRR191216/DRR191216.lite.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	DRP007691	PRJDB8780		762734	DRS204044	SAMD00185768	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00185768							no					TUAGRI	DRA008962		public	1DF55C9B02A358E32A44BA32617A960E	69CF57B3A96E67F2A8A5A9AF07F46C1D		
DRX181672	DRR191217	2021-09-12 12:26:59	2021-09-12 12:24:50	6514793	1302958600	6514793	200	826		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/191/DRR191217/DRR191217.lite.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	DRP007691	PRJDB8780		762734	DRS204045	SAMD00185769	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00185769							no					TUAGRI	DRA008962		public	39EA47B1E9B052D6C8B5504FE0109B78	71A368ED1D3610AAD57FB7768342BA6B		
DRX181673	DRR191218	2021-09-12 12:26:59	2021-09-12 12:24:20	6620974	1324194800	6620974	200	856		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/191/DRR191218/DRR191218.lite.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	DRP007691	PRJDB8780		762734	DRS204046	SAMD00185770	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00185770							no					TUAGRI	DRA008962		public	656A1068E6FD54029B67FC8D845A2FED	306C197A852EE08009A5CAD2879EBD23		
DRX181674	DRR191219	2021-09-12 12:26:59	2021-09-12 12:24:36	5691090	1138218000	5691090	200	693		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/191/DRR191219/DRR191219.lite.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	DRP007691	PRJDB8780		762734	DRS204047	SAMD00185771	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00185771							no					TUAGRI	DRA008962		public	568D68CC8D5BC2F28B69C3731D5BB6A6	9FEDD9C3E403CA90EEED1CE115D2D407		
DRX285627	DRR296184	2021-12-20 17:54:25	2021-12-20 17:56:51	4460446	1338133800	4460446	300	511		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/296/DRR296184/DRR296184.lite.1	C	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	100	ILLUMINA	Illumina HiSeq 4000	DRP007991	PRJDB11758	2	791239	DRS216904	SAMD00325873	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00325873							no					SHIZUOKA	DRA012126		public	4473BFF420F49A453F811D6CCDF05260	43D25811524DA763F1C861105832C3D0		
DRX285628	DRR296185	2021-12-20 17:54:25	2021-12-20 17:57:55	8257628	2477288400	8257628	300	977		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/296/DRR296185/DRR296185.lite.1	Q	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	100	ILLUMINA	Illumina HiSeq 4000	DRP007991	PRJDB11758	2	791239	DRS216905	SAMD00325874	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00325874							no					SHIZUOKA	DRA012126		public	6E08407F769B8CD61C2E6D4DA6B8894B	6AD58A70C862420B9DA4D1BA1100E489		
DRX285629	DRR296186	2021-12-20 17:54:25	2021-12-20 17:56:50	5848704	884355897	5848704	151	553		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/296/DRR296186/DRR296186.lite.1	Ogura1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	100	ILLUMINA	Illumina MiSeq	DRP007991	PRJDB11758	2	791239	DRS216906	SAMD00325875	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00325875							no					SHIZUOKA	DRA012126		public	F2E0735D42D2D07632FC76E3E97C2FA6	FC730F20EAA28270B50E5D20AA0CF3B7		
DRX285630	DRR296187	2021-12-20 17:54:25	2021-12-20 17:56:57	6015396	909504704	6015396	151	570		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/296/DRR296187/DRR296187.lite.1	Ogura2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	100	ILLUMINA	Illumina MiSeq	DRP007991	PRJDB11758	2	791239	DRS216907	SAMD00325876	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMD00325876							no					SHIZUOKA	DRA012126		public	DA3C5A306763DBD8C53F8DE7F8D45EEE	1BC6222E95DBBCCB56DD09AEC9CA5911		
ERX1295610	ERR1223403	2016-10-05 10:52:19	2016-10-06 15:22:09	15837864	2407355328	15837864	152	995		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223403.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037127	SAMEA3729978	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729978							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	DFC04B6AE3599E2914BD6F302092143E	7E9E953FFCD1E40D878D42A88A6BD7AE		
ERX1295611	ERR1223404	2016-10-05 10:52:19	2016-10-06 15:22:25	16842354	2560037808	16842354	152	1087		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223404.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037128	SAMEA3729979	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729979							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	9047E92ADD1BF221DE33D0E09442C59A	2D04BBB5F1A5B4FCBF8FD796472BAEC1		
ERX1295612	ERR1223405	2016-10-05 10:52:19	2016-10-06 15:22:48	17671849	2686121048	17671849	152	1113		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223405.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037129	SAMEA3729980	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729980							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	84CFF1C9E89A74D67B8C134D6191FEF8	01E3FBA207865AB18EA3BBD787CE6330		
ERX1295613	ERR1223406	2016-10-05 10:52:19	2016-10-06 15:23:53	22638527	3441056104	22638527	152	1431		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223406.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037130	SAMEA3729981	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729981							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	EDD933C6F10FADD5F5D055515310B005	274ECD3A4F704F488AD2924424DE6C9F		
ERX1295614	ERR1223407	2016-10-05 10:52:19	2016-10-06 15:25:06	15590539	2369761928	15590539	152	984		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223407.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037131	SAMEA3729982	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729982							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	6AF0C5FB8D2499A9A0DDF91D3291D484	D3536FA338541BF861870BF2D6941F94		
ERX1295615	ERR1223408	2016-10-05 10:52:19	2016-10-06 15:25:42	24185252	3676158304	24185252	152	1529		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223408.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037132	SAMEA3729983	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729983							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	24F2709975D7506793CC64543BF020B8	8CE57487C917CB57D40F3EDBA51C0558		
ERX1295616	ERR1223409	2016-10-05 10:52:19	2016-10-06 15:25:41	13754184	2090635968	13754184	152	867		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223409.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037133	SAMEA3729984	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729984							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	382F8DA0A49A261698AB105F69BA8B8E	8632CF7EAA3930DB7D949611FE5DF809		
ERX1295617	ERR1223410	2016-10-05 10:52:19	2016-10-06 15:26:25	23231093	3531126136	23231093	152	1460		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/223/ERR1223410.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	210	0	ILLUMINA	Illumina HiSeq 2500	ERP013907	PRJEB12430		345451	ERS1037134	SAMEA3729985	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3729985							no					CENTRO BIOLOGIA MOLECULAR SEVERO OCHOA (CBMSO)	ERA556125		public	8CF9D49198D5DE6AA9EC12DFE0C19C39	1B6628CB00638C7D8D9FA8A833F30920		
ERX1320300	ERR1248362	2016-03-30 16:40:23	2016-03-30 16:58:01	9845500	590730000	0	60	402		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248362/ERR1248362.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051954	SAMEA3864820	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864820							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	C082D3102ABFF983BDF81347028AFDF4	A51371B9622ECB9441EE5C28D608CA6C		
ERX1320301	ERR1248363	2016-03-30 16:40:23	2016-03-30 17:00:52	8468546	508112760	0	60	349		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248363/ERR1248363.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051955	SAMEA3864821	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864821							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	938F1B691309D47EF02823F00EE84E2B	497D2A0C305D07ED304F8217CE5FFAAB		
ERX1320302	ERR1248364	2016-03-30 16:40:23	2016-03-30 16:57:31	10367202	603013738	0	58	287		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248364/ERR1248364.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051956	SAMEA3864822	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864822							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	F3F268EDFA07F37776668E47ED69D901	D21E04214AF3D8A7E3D68B66D5B477B1		
ERX1320303	ERR1248365	2016-03-30 16:40:23	2016-03-30 16:57:18	1027716	32886912	0	32	23		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248365/ERR1248365.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051957	SAMEA3864823	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864823							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	44A7C60BDEE003D01CD861171E9EB4E3	BBA5A576BA31353E117C5F205110F28A		
ERX1320304	ERR1248366	2016-03-30 16:40:23	2016-03-30 16:57:11	967425	30957600	0	32	23		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248366/ERR1248366.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051958	SAMEA3864824	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864824							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	5DDA75A31B3AA317003FC3A87ABDE81C	1C74486800BCD0A6C48122F75752DBD5		
ERX1320305	ERR1248367	2016-03-30 16:40:23	2016-03-30 17:27:55	61700509	3825431558	0	62	1749		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/248/ERR1248367.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051959	SAMEA3864825	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864825							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	50319D3DB7829E4845C4F59979773074	AF01553EEF5AC981773DB6AEE5A04940		
ERX1320306	ERR1248368	2016-03-30 16:40:23	2016-03-30 17:07:31	39067418	2422179916	0	62	1119		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/248/ERR1248368.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051960	SAMEA3864826	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864826							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	CE2DE99F0F2DEE43EDA570BA4C524A11	B69461FFB3025440907847E97FF3C461		
ERX1320307	ERR1248369	2016-03-30 16:40:23	2016-03-30 17:08:19	43127096	2673879952	0	62	1227		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/248/ERR1248369.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051961	SAMEA3864827	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864827							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	D62400CB90E49761C96C516512429347	A7F4F5E5D0F9B9487CE218F90D47CA32		
ERX1320308	ERR1248370	2016-03-30 16:40:23	2016-03-30 16:57:06	3103017	155150850	0	50	91		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248370/ERR1248370.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051962	SAMEA3864828	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864828							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	C8FE2833867340A78CC4072D60CCA04D	905E7E2D8E41482FAEE875DF0CAA4051		
ERX1320309	ERR1248371	2016-03-30 16:40:23	2016-03-30 16:56:58	4268348	213417400	0	50	130		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248371/ERR1248371.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051963	SAMEA3864829	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864829							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	4E0E38C9A77265727A9B0BBF96101D09	4A18A4F2A9988958CC855B53EB6D925D		
ERX1320310	ERR1248372	2016-03-30 16:40:23	2016-03-30 16:56:48	3415364	170768200	0	50	101		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248372/ERR1248372.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051964	SAMEA3864830	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864830							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	F95C209A8C0292D9C9B7A082A5ECA02F	A36960E903DCE7BE4BFD78B2F22E71F6		
ERX1320311	ERR1248373	2016-03-30 16:40:23	2016-03-30 16:56:43	1599520	79976000	0	50	47		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248373/ERR1248373.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051965	SAMEA3864831	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864831							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	6DB8FBD20654FAD069AD1FCF95E19F42	B0420BCD092CA574B191DCBC109E3A57		
ERX1320312	ERR1248374	2016-03-30 16:40:23	2016-03-30 16:57:28	4314080	215704000	0	50	124		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248374/ERR1248374.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051966	SAMEA3864832	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864832							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	75842A823514434550AA9FFE01CEE28F	19D0BDDFFF67098EC8C5D8556723E3AA		
ERX1320313	ERR1248375	2016-03-30 16:40:23	2016-03-30 16:56:32	1324046	66202300	0	50	40		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/248/ERR1248375/ERR1248375.sralite.1	unspecified	RNA-Seq	other	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP014057	PRJEB12568		316580	ERS1051967	SAMEA3864833	simple	224308	Bacillus subtilis subsp. subtilis str. 168	SAMEA3864833							no					WEIZMANN INSTITUE OF SCIENCE	ERA560851		public	0F3042B35FF659BD84362F4904417DE0	1A821928BC9583330A9559FDA7ABC634		
