Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX13465643	SRR17288298;SRR17288299	2022-01-20 10:15:20	2021-12-21 10:41:31	5700600	288682339	0	50	121		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288299/SRR17288299.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363013	SAMN24271476	simple	1148	Synechocystis sp. PCC 6803	GSM5745408							no					GEO	SRA1346821		public	06B26882A1C823E8926123C47464819F	8270D251E3A0E66548C7F9553B36850E		
SRX13465644	SRR17288300;SRR17288301;SRR17288302	2022-01-20 10:15:20	2021-12-21 10:40:17	1972149	99842485	0	50	42		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288302/SRR17288302.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363015	SAMN24271483	simple	1148	Synechocystis sp. PCC 6803	GSM5745409							no					GEO	SRA1346821		public	EB607B1326AB86A41CF1E4B44EFF722D	102686E8E606F5FE1F7434498C2175FE		
SRX13465645	SRR17288303;SRR17288304;SRR17288305	2022-01-20 10:15:20	2021-12-21 10:42:02	7073423	358250803	0	50	136		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288305/SRR17288305.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363014	SAMN24271484	simple	1148	Synechocystis sp. PCC 6803	GSM5745410							no					GEO	SRA1346821		public	B0A541CD1B077E0622FD993337CE3336	B22EFA026AD4AB26AE9BEF6462E49C92		
SRX13465646	SRR17288306;SRR17288307	2022-01-20 10:15:20	2021-12-21 10:42:32	6502063	329026563	0	50	139		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288307/SRR17288307.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363016	SAMN24271477	simple	1148	Synechocystis sp. PCC 6803	GSM5745411							no					GEO	SRA1346821		public	A3A09784D39ABD83082186B66731194D	32418940CE5A7BB5C6D37E5A73C27947		
SRX13465647	SRR17288308;SRR17288309	2022-01-20 10:15:20	2021-12-21 10:43:30	10376178	525070475	0	50	219		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288309/SRR17288309.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363017	SAMN24271478	simple	1148	Synechocystis sp. PCC 6803	GSM5745412							no					GEO	SRA1346821		public	205FAEDC3F591DAE06F7BBA6D50CBDB5	9102FFF6CB188EFEC1240AF88E4D03E9		
SRX13465648	SRR17288310;SRR17288311;SRR17288312	2022-01-20 10:15:20	2021-12-21 10:41:24	3419058	172333282	0	50	73		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288312/SRR17288312.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363019	SAMN24271479	simple	1148	Synechocystis sp. PCC 6803	GSM5745413							no					GEO	SRA1346821		public	8A4CE94A62946C18FB2D843C9F961ED9	39E2D7E4985869B2BAE87B930DF0F9EF		
SRX13465649	SRR17288313;SRR17288314	2022-01-20 10:15:21	2021-12-21 10:42:32	6553116	331728806	0	50	138		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17288/SRR17288314/SRR17288314.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363018	SAMN24271480	simple	1148	Synechocystis sp. PCC 6803	GSM5745414							no					GEO	SRA1346821		public	BE67EE1A35F8AA44CF6ACF3E76D203B1	96510B99FFD170F9FBD4D6A85D298D38		
SRX13465650	SRR17288315;SRR17288316;SRR17288317	2022-01-20 10:15:21	2021-12-21 10:44:30	11122135	563452268	0	50	212		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288317/SRR17288317.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363020	SAMN24271481	simple	1148	Synechocystis sp. PCC 6803	GSM5745415							no					GEO	SRA1346821		public	4F62EF9CCAF09BB2C51B10D8C962FFBD	DF6410207A7495BFFC070659F56E70B9		
SRX13465651	SRR17288318;SRR17288319;SRR17288320	2022-01-20 10:15:21	2021-12-21 10:45:00	14127730	715588734	0	50	270		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17288/SRR17288320/SRR17288320.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363022	SAMN24271482	simple	1148	Synechocystis sp. PCC 6803	GSM5745416							no					GEO	SRA1346821		public	FC912D3D407C0232F36E20F466663629	03F1BEAA134FF3DECD9128A9D6C7B774		
SRX13465652	SRR17288321;SRR17288322	2022-01-20 10:15:21	2021-12-21 10:42:14	5906518	298616413	0	50	124		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288322/SRR17288322.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363021	SAMN24271485	simple	1148	Synechocystis sp. PCC 6803	GSM5745417							no					GEO	SRA1346821		public	831F8A5AD605E640F61A1CB50EA96EC6	2A389C75AF291815BF7F2DD27AF49582		
SRX13465653	SRR17288323;SRR17288324	2022-01-20 10:15:21	2021-12-21 10:42:15	5995752	303465941	0	50	127		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288324/SRR17288324.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363023	SAMN24271486	simple	1148	Synechocystis sp. PCC 6803	GSM5745418							no					GEO	SRA1346821		public	3F6861CBD11D24CCE8F6E9CDBB5680E5	591D0332BC301CBAECD4BE661AC6E302		
SRX13465654	SRR17288325;SRR17288326;SRR17288327	2022-01-20 10:15:21	2021-12-21 10:45:30	14431975	730901106	0	50	277		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288327/SRR17288327.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363024	SAMN24271487	simple	1148	Synechocystis sp. PCC 6803	GSM5745419							no					GEO	SRA1346821		public	19D10A86C07E822B0FDFD796E9842CCE	ABBE18E7EF717C349E5630E9D6703FFB		
SRX13465655	SRR17288328;SRR17288329;SRR17288330	2022-01-20 10:15:21	2021-12-21 10:40:55	2100166	106325327	0	50	46		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288330/SRR17288330.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363026	SAMN24271488	simple	1148	Synechocystis sp. PCC 6803	GSM5745420							no					GEO	SRA1346821		public	7C9D2FA892824ABF75B5DFFCD689E4D7	735F94F1FB6A2B36D0676F4D857A1BC3		
SRX13465656	SRR17288331;SRR17288332;SRR17288333	2022-01-20 10:15:21	2021-12-21 10:40:51	2185950	110631361	0	50	47		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288333/SRR17288333.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363025	SAMN24271489	simple	1148	Synechocystis sp. PCC 6803	GSM5745421							no					GEO	SRA1346821		public	B525878AF573E7B192777A93D8361C6B	C922F78A45E9C5A6A3191B4086D8C420		
SRX13465657	SRR17288334;SRR17288335	2022-01-20 10:15:21	2021-12-21 10:42:03	5231773	263461013	0	50	111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288335/SRR17288335.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363027	SAMN24271490	simple	1148	Synechocystis sp. PCC 6803	GSM5745422							no					GEO	SRA1346821		public	64C93CF1D1FCCFE9B5FE3E38F9F7E2DA	79763DC7F59BC6EFD4131B969D00A750		
SRX13465658	SRR17288336;SRR17288337	2022-01-20 10:15:21	2021-12-21 10:41:47	7065055	357840091	0	50	149		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17288/SRR17288337/SRR17288337.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363029	SAMN24271491	simple	1148	Synechocystis sp. PCC 6803	GSM5745423							no					GEO	SRA1346821		public	810C362797D214FC6D1757B255C64DC1	93FDC9D6935F4082894B80C796A3074D		
SRX13465659	SRR17288338;SRR17288339	2022-01-20 10:15:21	2021-12-21 10:43:03	8437763	427449866	0	50	178		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288339/SRR17288339.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363028	SAMN24271492	simple	1148	Synechocystis sp. PCC 6803	GSM5745424							no					GEO	SRA1346821		public	4711595B6D8A244B0080C0310BD72542	7E90D714F8B43E4C9F4403E7724A54FF		
SRX13465660	SRR17288340;SRR17288341	2022-01-20 10:15:21	2021-12-21 10:42:07	4923856	249178019	0	50	105		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288341/SRR17288341.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363030	SAMN24271493	simple	1148	Synechocystis sp. PCC 6803	GSM5745425							no					GEO	SRA1346821		public	57FEF195270E89BB5515F26D12EC7DF4	F1D5F7F19DD464172B009803D8B4266B		
SRX13465661	SRR17288342;SRR17288343	2022-01-20 10:15:21	2021-12-21 10:42:35	6418265	324697900	0	50	135		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288343/SRR17288343.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363032	SAMN24271494	simple	1148	Synechocystis sp. PCC 6803	GSM5745426							no					GEO	SRA1346821		public	F62068733BE991B7A339A3E6623BDF0A	D32702494838AED0BA28B1E7687AB53E		
SRX13465662	SRR17288344;SRR17288345;SRR17288346	2022-01-20 10:15:21	2021-12-21 10:41:36	3630408	183950084	0	50	70		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288346/SRR17288346.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363031	SAMN24271495	simple	1148	Synechocystis sp. PCC 6803	GSM5745427							no					GEO	SRA1346821		public	ABC7191BE5B7FFC3F518C7ADF8F25950	29B19B38417F772415F077E662412055		
SRX13465663	SRR17288347;SRR17288348;SRR17288349	2022-01-20 10:15:21	2021-12-21 10:41:31	3175754	160579860	0	50	68		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288349/SRR17288349.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363033	SAMN24271496	simple	1148	Synechocystis sp. PCC 6803	GSM5745428							no					GEO	SRA1346821		public	E2CAE6BC98A4C10EC8E63E9DE0D8050E	78886261F2D8F5F6CFC6FA29B6184542		
SRX13465664	SRR17288350;SRR17288351;SRR17288352	2022-01-20 10:15:21	2021-12-21 10:41:52	4207004	212881714	0	50	91		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288352/SRR17288352.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363035	SAMN24271497	simple	1148	Synechocystis sp. PCC 6803	GSM5745429							no					GEO	SRA1346821		public	4FC13DA427DEAF25A53838BB143AA254	8A729F9DFD0048522686CAD3D9F282C3		
SRX13465665	SRR17288353;SRR17288354	2022-01-20 10:15:21	2021-12-21 10:42:46	6151437	311337674	0	50	130		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288354/SRR17288354.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3	791245	SRS11363034	SAMN24271498	simple	1148	Synechocystis sp. PCC 6803	GSM5745430							no					GEO	SRA1346821		public	D4800A2509FFFD6DD735244BCB0237F7	E0F671357F0C7712EFC8AA0AF922104D		
