Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR19538262,2022-06-06 15:00:38,2022-06-06 14:02:24,6870817,687081700,0,100,399,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19538/SRR19538262/SRR19538262.lite.1,SRX15590309,GSM6212729,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292331,SAMN28860387,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212729,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,DC63828B236CF18977C328F1E839E01A,E10E6FBE77F8A1BEA3D23CC22A6477E0
SRR19538261,2022-06-06 15:00:38,2022-06-06 14:00:40,7045051,704505100,0,100,409,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19538/SRR19538261/SRR19538261.lite.1,SRX15590310,GSM6212730,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292332,SAMN28860386,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212730,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,A3803B46AC4C900833D8838BE1F412F6,3645ACE77B084F6AE63E5CE13CF87EFA
SRR19538260,2022-06-06 15:00:38,2022-06-06 14:01:08,7761056,776105600,0,100,449,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19538/SRR19538260/SRR19538260.lite.1,SRX15590311,GSM6212731,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292333,SAMN28860385,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212731,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,62AEA95BCDFBFCCFA063EA35CDC418B7,80BF3AD53CE2FE6621C5220A6AE58C22
SRR19538259,2022-06-06 15:00:38,2022-06-06 14:01:20,8835840,883584000,0,100,512,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19538/SRR19538259/SRR19538259.lite.1,SRX15590312,GSM6212732,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292334,SAMN28860384,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212732,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,7DE7139CE66E2827C12847ADBF2569D6,987DE30A460818B0C43729B235DBB183
SRR19538258,2022-06-06 15:00:38,2022-06-06 14:02:57,7932133,793213300,0,100,459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19538/SRR19538258/SRR19538258.lite.1,SRX15590313,GSM6212733,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292335,SAMN28860383,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212733,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,524890101E4FE7A806B19C29AB00AE96,B63C69BB843CC7C90F51FF0B3E269ADA
SRR19538257,2022-06-06 13:09:15,2022-06-06 13:03:33,7589074,758907400,0,100,442,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19538/SRR19538257/SRR19538257.lite.1,SRX15590314,GSM6212734,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292336,SAMN28860382,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212734,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,FE5D1B21058A6D87580A9862A84227D1,EBC92065D5F5157B57CFF953838042EC
SRR19538256,2022-06-06 13:09:15,2022-06-06 13:03:19,7944482,794448200,0,100,459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19538/SRR19538256/SRR19538256.lite.1,SRX15590315,GSM6212735,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292337,SAMN28860381,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212735,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,C113D926C0C40968C6935B156267384C,FBD0E1895C9ADE2E49657644DEB7FA71
SRR19538255,2022-06-06 13:09:15,2022-06-06 13:02:18,6655283,665528300,0,100,386,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19538/SRR19538255/SRR19538255.lite.1,SRX15590316,GSM6212736,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292338,SAMN28860380,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212736,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,1160CAF3C815642129EDE7861981C22B,7C4AF140F969A9138DE0BBA5E4B74E1C
SRR19538254,2022-06-06 13:09:15,2022-06-06 13:02:52,7283463,728346300,0,100,424,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19538/SRR19538254/SRR19538254.lite.1,SRX15590317,GSM6212737,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292339,SAMN28860379,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212737,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,43A11E902667AF39E8D4100D304A9DFB,045F3CE5F498A503BFFDD75BC54CE2B8
SRR19538253,2022-06-06 13:09:15,2022-06-06 13:03:14,7090785,709078500,0,100,415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19538/SRR19538253/SRR19538253.lite.1,SRX15590318,GSM6212738,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292340,SAMN28860378,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212738,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,F51678726766879D042AF2AA950BD5AE,43FB19B67FC1B3DDB3CC18A82A2BE31D
SRR19538252,2022-06-06 13:09:15,2022-06-06 13:03:12,7074859,707485900,0,100,412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19538/SRR19538252/SRR19538252.lite.1,SRX15590319,GSM6212739,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP378421,PRJNA845529,3,845529,SRS13292341,SAMN28860377,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6212739,,,,,,,no,,,,,UNIVERSITY OF CALIFORNIA SAN DIEGO,SRA1431447,,public,CD20451C3F59157BC44BFEE3673F04BF,F72F82EB35AFAC96EEC67BCE964AB3D9
SRR22956187,2023-01-08 00:00:08,2023-01-03 11:46:03,9618997,2885699100,9618997,300,906,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956187/SRR22956187.1,SRX18913104,GSM6914144,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340932,SAMN32542773,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914144,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,F74169B54BFBA37A579E9F5A9C17FD27,1BCF4A48B293BA9F5366816E87A348FA
SRR22956186,2023-01-08 00:00:08,2023-01-03 11:46:42,11029435,3308830500,11029435,300,1036,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956186/SRR22956186.1,SRX18913105,GSM6914145,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340933,SAMN32542772,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914145,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,F197EB1CD768CA44706F702638F6BBD6,476C26A4E14BB0FBD464179A73B43B21
SRR22956185,2023-01-08 00:00:08,2023-01-03 11:45:27,8872721,2661816300,8872721,300,833,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956185/SRR22956185.1,SRX18913106,GSM6914146,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340934,SAMN32542771,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914146,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,1179AAB323A32673CC24788A773C99AC,95EB12CC8BF0A6A7E58B0142C34D586E
SRR22956184,2023-01-08 00:00:08,2023-01-03 11:46:30,9463197,2838959100,9463197,300,896,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956184/SRR22956184.1,SRX18913107,GSM6914147,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340935,SAMN32542770,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914147,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,D1A7F2F3F3857864F43E23494FAE3A37,23B8F3895597E2CC1BA0CDC018F65673
SRR22956183,2023-01-08 00:00:08,2023-01-03 11:47:19,10178332,3053499600,10178332,300,961,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956183/SRR22956183.1,SRX18913108,GSM6914148,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340936,SAMN32542769,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914148,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,8362B044EC100024D03B53F3B3D43AA7,7AD1181AF01FFDE1754B9B1EF1537E92
SRR22956182,2023-01-08 00:00:08,2023-01-03 11:46:40,11553250,3465975000,11553250,300,1086,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956182/SRR22956182.1,SRX18913109,GSM6914149,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340937,SAMN32542768,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914149,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,30B0CB8DB5A2643A08445F4C969AEAEE,EFFB7C939AC9A8304FA394C30E1484BB
SRR22956181,2023-01-08 00:00:08,2023-01-03 11:44:57,8619952,2585985600,8619952,300,808,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956181/SRR22956181.1,SRX18913110,GSM6914150,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340938,SAMN32542767,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914150,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,276E5C6AF4C319C95BB9372E19456CD1,100DECA9C9BC813F60F549B00E2CE87B
SRR22956180,2023-01-08 00:00:08,2023-01-03 11:45:10,8911501,2673450300,8911501,300,841,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956180/SRR22956180.1,SRX18913111,GSM6914151,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340939,SAMN32542766,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914151,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,95F80E8D8E4F2910E9FF7E5D25876CF6,715E693CA977A926583053EBBD47D17F
SRR22956179,2023-01-08 00:00:08,2023-01-03 11:43:47,11097865,3329359500,11097865,300,1030,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956179/SRR22956179.1,SRX18913112,GSM6914152,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340940,SAMN32542765,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914152,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,58F02769CF7481ED9F93CEBEF522A7D1,7265682D558086D3BFAF5D9852179C98
SRR22956178,2023-01-08 00:00:08,2023-01-03 11:45:04,9649097,2894729100,9649097,300,922,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956178/SRR22956178.1,SRX18913113,GSM6914153,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340941,SAMN32542764,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914153,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,C9271A730DC7DCEC1EBE66A744C95374,D0F24CE770E483262908046FF40B2675
SRR22956177,2023-01-08 00:00:08,2023-01-03 11:45:25,9729739,2918921700,9729739,300,923,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956177/SRR22956177.1,SRX18913114,GSM6914154,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340942,SAMN32542763,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914154,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,30F9695ABF379A8440E561E4D9FBB26C,87338B6EAC2272C7ADD5A390CABD255E
SRR22956176,2023-01-08 00:00:08,2023-01-03 11:45:36,9797724,2939317200,9797724,300,933,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956176/SRR22956176.1,SRX18913115,GSM6914155,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415570,PRJNA917560,,917560,SRS16340943,SAMN32542762,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM6914155,,,,,,,no,,,,,TIANJIN UNIVERSITY,SRA1568218,,public,540E73064E7FD12CDB088385ECB0D610,6D2842503296D175C3CFDE68A00C320E
SRR19905021,2022-11-04 14:55:57,2022-06-29 23:20:08,9537648,972840096,9537648,102,285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19905/SRR19905021/SRR19905021.lite.1,SRX15947806,PAL60_15m_UV_R1,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634671,SAMN29425846,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL60_15m_UV_R1,,,,,,,no,,,,,UCSD,SRA1446442,,public,5247DE4724E87E3A2BF1C4934B4C3BC8,AEDF5678E539624BCAB6437D29B3ADA9
SRR19905020,2022-11-04 14:55:57,2022-06-29 23:20:51,12780501,1303611102,12780501,102,393,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19905/SRR19905020/SRR19905020.lite.1,SRX15947807,PAL61_15m_C_R1,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP384271,PRJNA854269,,854269,SRS13634672,SAMN29425847,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,PAL61_15m_C_R1,,,,,,,no,,,,,UCSD,SRA1446442,,public,4BAB76E5B3BB01E417233B15BF262DEC,0960C04A4C980AAE2B1C28B1FA0A7FEA
